,loglik1,loglik2,loglik3,loglik4,loglik5,loglik6,subject,model
0,84.08647507715597,64.3662902819325,49.44449191456185,53.13977865049638,62.107213625127144,44.773786011928436,sub02,decay
1,98.41722185540335,22.86333879859043,46.62836060480247,27.771599912697237,31.759272812019088,18.314751300777974,sub03,decay
2,58.454062587994216,38.16473473891796,46.38025184249324,20.09427900284568,20.156172708427817,21.292951256803885,sub04,decay
3,28.03441404166571,11.9160583964043,11.084302484752262,16.11767395291361,14.406691431276252,26.108953705716182,sub05,decay
4,75.29394515480108,63.17182469289157,62.20847363878369,55.51316943731936,69.38623447273284,59.99878043720166,sub06,decay
5,38.1176178488011,34.37676109605994,36.664610386196905,27.542735589810974,40.17233689487308,33.948117705064185,sub07,decay
6,45.77777022670443,37.41586588293947,30.399898195135627,29.35042800464559,12.947758444638177,9.789420315978582,sub08,decay
7,9.125443678066745,28.57338120700311,33.490598504128315,27.775620406112054,13.89757311734919,18.863590605162294,sub09,decay
8,85.8987489399245,112.95857847983456,80.70679097110029,75.291567469921,71.94376268796597,77.41063026521437,sub10,decay
9,51.77077285416573,73.94000776630251,44.520189047638986,36.949346914151654,39.38492805790774,39.23305790207525,sub100,decay
10,51.88718429779746,20.828929666932297,30.766487178168447,43.45694491111729,26.7803639197375,44.63704286954454,sub1000,decay
11,37.905505518122204,15.602678960881251,29.90893214078729,39.20543697715508,12.057670477725887,41.05431775905375,sub1001,decay
12,26.985513061487318,30.30620604288466,40.080643677802875,39.999375661678634,71.23214349156164,39.89910918735041,sub1002,decay
13,125.54405163759982,50.60349615585141,90.83342472342561,34.043418356335245,33.3972073079535,43.97171282296912,sub1003,decay
14,35.60532660178705,41.914113037695905,39.7497426386805,36.18132704113609,27.35021612951238,40.92410815035869,sub1005,decay
15,37.878471205298716,51.284011031620025,50.25199229390593,48.96645653034993,35.56018749397247,28.078309583054484,sub1006,decay
16,58.246632017813894,42.81611705721399,54.91109544199838,27.336954768868736,37.67619212922438,23.163975407218487,sub1007,decay
17,78.17944311660486,98.15216702404909,109.25780595584568,52.08835334366586,64.08730026896792,54.97120912916811,sub1010,decay
18,44.94808661295983,21.883317831571745,41.71614536329822,32.7826104004064,34.32374778605268,31.941887265790477,sub1011,decay
19,57.398708444962615,33.25016975678302,54.631200776151324,39.92988607960384,42.3296563913966,37.48412447341301,sub1012,decay
20,7.469302703896454,30.53928663286413,22.788161298114506,16.379579865613724,15.082783000678383,59.24399329398598,sub1013,decay
21,57.46829937904605,27.180960172521647,35.761536215674866,25.98962992878021,23.716591479466615,25.95965033623225,sub1015,decay
22,34.0814430473633,34.2314019093839,17.807949469298027,26.33838386310494,17.35278291982649,53.60549085844053,sub1016,decay
23,41.476864834869026,46.68307940258668,26.46318237122558,39.39761260063738,60.765860780493725,23.64456378780717,sub1019,decay
24,21.36769463792098,12.121715990900368,33.99550909856567,9.093550154550194,15.991944584988564,31.25643862220948,sub102,decay
25,44.605237618494755,26.36384842544358,41.598841318912925,28.970700914993493,20.8877874563495,24.50479223463546,sub1020,decay
26,15.763626428826216,20.869382838109182,11.695518023435376,15.645471589786958,28.966068826093455,25.389180381649005,sub1021,decay
27,37.958056311013586,33.608776903934256,58.34544344244242,52.473641083407024,53.02790311486768,33.919640968863234,sub1022,decay
28,95.8945152339895,57.76487953534861,69.46744956338003,44.005257390662116,84.42654513946675,35.25982315808058,sub1023,decay
29,15.070230265236567,20.43205327028868,21.52795679729385,21.789009828190633,12.375939669101866,31.352097402324326,sub1024,decay
30,69.88337330095858,74.7300090849533,41.296796691040385,47.23250169051432,31.34189659761059,28.083977359574,sub1025,decay
31,51.20885103618991,46.68216431736133,54.36638886661392,45.92489333192931,111.80582368952558,51.3120343934605,sub1026,decay
32,120.90618809514643,108.26960203718059,120.85738582476276,80.62895731457864,86.05570746638278,88.71182147828306,sub1027,decay
33,38.49984912261295,45.38509461406486,53.771163820985166,12.91039050227401,34.51450330018986,37.156868323998815,sub1028,decay
34,37.439609440500284,44.84508682266985,57.27255150894309,34.152103807577284,57.606444906849816,50.557845188758556,sub1029,decay
35,121.02463683736237,114.5618867551079,120.74139753187755,87.49685808731564,69.34815194147986,50.125325299836064,sub103,decay
36,59.43845884400704,61.29010590308866,36.263611179949,43.756095215649054,54.443429492209226,35.402097155564434,sub1033,decay
37,27.97995390974625,9.437642139364058,11.863609633399152,31.423244583436624,21.694033437959593,12.838977452650413,sub1034,decay
38,87.13688953505766,55.175392680441384,51.67495691346901,36.148241400074824,16.337507585929732,31.841917564127243,sub1035,decay
39,37.99177597630021,12.96400938010513,32.264655746997875,13.088442108654247,11.952509111256223,23.218738948297975,sub1037,decay
40,120.39199626819445,124.65049758961777,100.64483123874331,121.89623373414886,96.94803928551137,119.61355340620835,sub1038,decay
41,57.642371120988436,55.967226014081376,20.777275775370104,49.78047416380312,51.29328677241359,24.68244883500967,sub1039,decay
42,12.79656457880674,4.168460977653179,15.750062824438343,30.25158381396602,4.2092353779899145,42.38439800661803,sub104,decay
43,29.807892003899866,14.151887391127653,25.326516925144354,19.321380702841992,53.310370356114596,14.912482298268472,sub1040,decay
44,34.735087944428685,26.985686433239707,28.92193295487095,30.01832599362724,22.4943541349248,24.03828714180477,sub1043,decay
45,76.27901783707625,55.71236139891217,58.15608834086864,33.327915044328,37.32330416850283,48.367180960697745,sub1044,decay
46,52.36216971555818,13.84486760402059,15.426928343021222,17.763527604060844,18.832802034958657,20.006898523816723,sub1045,decay
47,27.807677882163873,24.697748995053544,35.30984039132744,9.99572224992209,15.658328824938593,20.544778545452886,sub1047,decay
48,70.87658142461683,47.414392918412425,103.53164554800426,55.96455772851752,96.9882504969984,80.03720504304235,sub1049,decay
49,32.858020846928085,12.483441195001339,26.723838027179003,12.65294630301495,18.407636850825604,32.96481665659776,sub105,decay
50,46.28309742821049,37.17868905065283,23.9064180270892,35.559392502686556,26.342672411153742,27.33552111812324,sub1051,decay
51,122.91568876323147,110.42454858957035,194.16058609043233,130.98287956756818,108.57759923861873,154.07052280509987,sub1052,decay
52,56.657025238651904,29.643750541349977,36.64955847439109,36.397827427106385,27.20755198507783,53.46463985932193,sub1053,decay
53,63.969120031093595,76.98617866250851,58.15303295809642,52.88344308576628,81.99401925405657,62.291934485939876,sub1055,decay
54,45.96195275199642,52.43231146387296,97.2421426147437,58.95496971278132,61.27900575731825,25.681878021784843,sub1057,decay
55,68.19855419396089,27.571073616711733,24.600292669329747,22.55077799118847,21.655318071687788,13.280343738314608,sub1058,decay
56,47.433308817400686,12.722787698677385,6.429128870353191,13.740751805648802,25.237394953547728,12.563372049697215,sub106,decay
57,63.61684953598011,64.47243406566334,45.97902539670278,51.28880740790973,37.40969510200811,40.4683875146534,sub1060,decay
58,60.99618963545837,61.02655298541666,55.49287186919105,55.21183127320241,70.82284358621963,55.277486036059514,sub1061,decay
59,124.57279005146134,67.371487916331,42.50532081905663,39.392234469550665,40.967575555462254,36.83019837996177,sub1064,decay
60,105.81135774193119,56.73189337118906,68.7964579453885,58.2534037767964,44.1675341239705,58.299409263476186,sub1065,decay
61,44.43390029771111,37.60996746591876,25.725434340865615,25.178455725082248,31.388578697320355,45.85243375888655,sub1067,decay
62,33.866750887594975,24.519255213983516,45.31162983465347,25.430412325879427,22.581926375290518,21.80058889983618,sub1068,decay
63,62.30194020614375,53.722100148736345,75.24795520318958,44.5418338045837,62.87866605417955,39.22439636799796,sub1069,decay
64,89.13613345160454,114.07385554221582,57.74814516311437,47.16747823146185,54.49305784238473,34.45082448779151,sub107,decay
65,28.511794161992235,24.985688159461628,39.82658718571882,26.081982145255214,58.13136768973392,35.406511617810324,sub1072,decay
66,75.13297337399591,63.836289240598745,51.72748995821377,48.057184422625106,53.15366455492905,25.08135291235237,sub1074,decay
67,65.17474544524495,43.77423003632148,54.98550382189981,29.74574025104197,32.41225700087552,44.109203484115795,sub1075,decay
68,106.32112931420778,118.87560603627698,131.14512791676242,102.36960333524627,114.21603219683979,103.10539912324433,sub1076,decay
69,36.15425905682012,15.537292255746268,29.972811267499413,26.613189254601597,16.040993907165955,14.4702279093662,sub1077,decay
70,146.50948613189598,146.55955160543644,186.01296169369422,145.9620791875836,157.0102823666466,153.63775652389762,sub1078,decay
71,90.6378722037169,84.25225690417989,112.36233004350403,99.83744920589321,79.48011681015691,71.30483884631941,sub108,decay
72,25.189189275855096,11.246363103334463,11.701964547742019,19.77773398671222,20.607779394560573,21.60942695618535,sub1081,decay
73,91.34028003091986,38.711499970862846,17.48116206679518,19.048724988837723,23.2667053857312,35.37055346991745,sub1082,decay
74,46.51276531718497,16.68343054668832,15.169917758268046,30.27421551992878,17.496964024495128,23.230285800181434,sub1083,decay
75,67.18258778651867,70.78913218019864,47.75633869816551,32.72536671574852,34.65416237971842,33.68691205244222,sub1085,decay
76,119.07999587134385,125.85761614539604,153.14912392910009,133.32663650833805,134.45580450982146,134.86790445296288,sub1086,decay
77,7.128198635815933,6.70882818436634,14.63055674481683,11.788566172295292,14.483709329354584,18.805694512254007,sub1087,decay
78,179.77864430236104,84.6693449271478,67.61669469390638,65.02367346508517,68.44865410144092,64.95990819327382,sub1088,decay
79,79.14590235405181,75.55260859761445,41.87334877810404,50.58074113974974,54.58197417294752,46.357865963097495,sub1089,decay
80,79.96731746373503,30.54755212591313,35.54601522270674,45.73895854780627,31.62127908318517,24.6694265036713,sub109,decay
81,25.437222390658064,33.233940359336515,13.924287947439186,12.402240374706611,13.252634066830046,10.490693523001218,sub1090,decay
82,40.74178727534133,12.826888180500035,38.31545051803544,24.05666294998107,31.83068844624022,9.579432809350404,sub1091,decay
83,42.379132257019684,38.27593181258963,58.215753500451655,53.407008017498136,47.34721402247962,65.16148837480655,sub1092,decay
84,21.223932658589987,12.678476356596887,26.748798326471665,30.28513185329769,41.10858887827697,13.7019029257044,sub1093,decay
85,52.96460250819363,31.386296856538383,30.365055772322812,81.16378711237077,30.34776108192778,24.232903059382817,sub1095,decay
86,23.456062262646352,17.62688905310706,42.96408781762434,50.01648375051591,52.77667478649407,35.17054577879796,sub1099,decay
87,10.349355240881598,28.030010617987443,25.208269766022838,17.16597012123125,16.2564740358101,13.113517547203132,sub11,decay
88,43.08755030495862,25.234098766309113,13.486282829490333,48.08055384412993,14.845086841290268,38.41494988892581,sub110,decay
89,41.39689145678066,54.47992015464668,18.96008863268892,20.354674004365517,47.256112740432,27.730426004896565,sub1101,decay
90,60.10994368866316,90.08930683548333,84.27132170908033,34.40869172173661,40.64656131041374,34.81462955312629,sub1102,decay
91,81.03474371220788,79.53257457941811,121.0650595813936,66.99943894906656,69.71744539872685,68.43262597216388,sub1106,decay
92,89.88327046348618,96.3769392649749,76.2684220307541,80.07985033229598,99.46824686695814,81.93352756338766,sub1107,decay
93,96.75330891883537,107.60383452082519,119.8055046149545,138.65394950509798,129.0814009437256,109.87047305880102,sub1109,decay
94,95.02495800209297,78.06810706651926,72.51446565866749,62.06229618935959,67.46043510197366,52.16413258141786,sub111,decay
95,21.302665072980428,50.992214898991065,35.480154835610215,18.31964170289228,11.340841547407232,12.078847597325968,sub1111,decay
96,32.76382027079428,26.264310337196587,25.65290980659125,28.3400838784178,28.368653244130424,21.242280335224706,sub1112,decay
97,57.77092540105924,26.62866183983637,19.479148462803934,8.887610680458184,23.933969793129947,78.53461775293701,sub1113,decay
98,45.785295204321045,41.534681736828205,77.77827483957125,36.49113756975607,33.87321325788621,25.462868934393224,sub1114,decay
99,47.040775590735734,24.176760241862855,9.313160095780562,35.117057143319286,9.832422983737791,7.599167476139947,sub1115,decay
100,57.651485643605454,65.0633569889455,47.40183349195878,28.832771200957005,7.087973387411999,11.815784586961428,sub1116,decay
101,6.22681999679859,0.33117439853497965,0.35890160309137065,0.342845341336087,0.31527763930249636,0.31566866217327394,sub1117,decay
102,95.52136757246477,124.3938109819312,118.1803036379436,103.58797552385012,101.28930072837407,76.71345323833215,sub1119,decay
103,62.51155972961643,22.11839263942964,46.156948212990905,36.771665223883744,50.69090319111115,31.7855568956204,sub112,decay
104,37.43797567674373,32.59425645648496,12.074332113485239,23.720959194813172,44.992165937518216,7.5105327503093315,sub1122,decay
105,47.61780260464339,30.275213546538545,54.23551264335714,71.40367337455322,76.29169739176137,56.4823123640938,sub1124,decay
106,24.31070285160377,23.925961908800865,32.04058669744836,23.268185729154357,14.390234150797722,12.329211097695163,sub1126,decay
107,63.681203857982595,46.51395438116392,42.23456319899911,36.37070352362921,29.855989650656696,30.634445010366637,sub1127,decay
108,30.700914801405183,35.45553956916195,47.866237182836734,49.957557468080815,43.60728757690667,30.83458329680671,sub1128,decay
109,22.798510461909398,39.67462086219886,15.7758393764593,29.882143260828418,28.589318294056355,14.78788444193833,sub1129,decay
110,52.24004942265093,73.6833675055449,60.26208115148902,31.2177094598196,48.153782295040955,40.790595776127304,sub113,decay
111,62.46314113485754,48.93626204360894,68.05785295130656,94.5714170541304,48.15402266388021,31.700908875366004,sub1130,decay
112,82.5157269309251,62.13011606153514,91.67754541616199,104.29810549897047,100.5854963665853,58.64122657055621,sub1131,decay
113,86.00376998407786,52.51987147610151,74.79351182818529,48.07746370561525,41.23461799904045,31.180260978197296,sub1132,decay
114,39.153467463851975,41.91063873195856,37.295658262698275,22.37157344238448,29.61493314610515,23.909391522698932,sub1134,decay
115,28.076096529238754,48.255900998467325,37.3863671437321,59.04071170797996,45.19189147121794,12.022664372750878,sub1135,decay
116,71.97978618040906,63.419835087591366,97.84567087585971,82.8646678494378,57.10125595775783,56.136004779579174,sub1136,decay
117,55.78260237844914,34.87100059640348,38.96503917090586,55.56712822122247,28.678661541583097,25.33235651543383,sub1138,decay
118,92.39736635379877,77.39892250971627,97.82856178660651,99.508284021033,77.97449574840424,90.49555765858001,sub114,decay
119,27.9629205212471,7.964342776827875,13.72506585733171,8.187404451221424,19.882996444850207,2.605646442964607,sub1140,decay
120,53.2984566154342,36.66816418694227,61.22327345800397,115.6597881024093,59.99657887506676,81.44753912568562,sub1141,decay
