sub,alpha_ind,eta_ind,sigma_ind_pre
sub02,0.9599021305,0.426883022125,0.10113442706249999
sub03,1.507049587375,0.3780546135,0.1289831711375
sub04,0.18937255511,0.4141163486875,0.039295333849999996
sub05,0.161486061765,0.6808237042499999,0.04023581095
sub06,0.9446050355,0.407491795875,0.1131175412625
sub07,2.462174269125,0.6506009739999999,0.13067223762500002
sub08,0.906804277375,0.715220582625,0.0712531207625
sub09,0.7937336518375,0.6292558205000001,0.07717089452499999
sub10,0.6344802317625,0.37848629875,0.08444664093750001
sub100,1.2829123247499998,0.63957324225,0.1132295316875
sub1000,0.6114397888375,0.4658897275,0.0828155798125
sub1001,0.67227890865,0.451728908875,0.115077872225
sub1002,0.88489491675,0.513377654375,0.10002576283749999
sub1003,3.988268095,0.5340336295,0.1115767240375
sub1005,3.562182125625,0.5705129685000001,0.094178284325
sub1006,0.9866795539375001,0.6025777419999999,0.1396329500125
sub1007,0.47887769187499996,0.3712401185,0.08357705305
sub1010,1.565321181,0.6477680812500001,0.1034017738
sub1011,1.452734935,0.47915359287500003,0.111003447975
sub1012,2.074287376375,0.365884794375,0.10051108876249999
sub1013,1.0269031198749998,0.5469443201249999,0.06474174055000001
sub1015,0.28237875472625,0.61510818325,0.035986642812500004
sub1016,0.582943484175,0.426669748375,0.06812910870000001
sub1019,0.5295537903749999,0.5935832967500001,0.1067271777
sub102,0.5389887443625,0.519558797875,0.06954116421249999
sub1020,5.013477223625,0.7951142572500001,0.1042512943875
sub1021,0.8183404849375,0.720363457625,0.063346595825
sub1022,0.15000311971625002,0.23304231186250002,0.0439516788125
sub1023,0.960244213625,0.532618837625,0.1106695845625
sub1024,1.1664001861625,0.681253066,0.0796252274
sub1025,1.336975918875,0.559729284125,0.0742888530375
sub1026,9.5948830625,0.7271043556250001,0.10069040545
sub1027,1.492367070875,0.36425702587500003,0.09077705065000001
sub1028,0.8084133081375,0.50094946375,0.10115763601250001
sub1029,0.62294743545,0.29811664385000003,0.1000016017375
sub103,1.16887740375,0.35660928799999997,0.11561755628749999
sub1033,0.7821739534375001,0.50015647325,0.07503152541250001
sub1034,0.2446806943125,0.3288340534875,0.09547599848749999
sub1035,3.3920465025,0.5910800785,0.16780394715
sub1037,0.638369892375,0.672626363625,0.04573795285
sub1038,3.83466472275,0.5072819820000001,0.13643430082500002
sub1039,0.44931297662499997,0.386265327375,0.050869306975
sub104,0.12119097028375,0.602674464875,0.050805775500000004
sub1040,1.109072429,0.527619425625,0.09778041511249999
sub1043,1.9123461835,0.6058047682500001,0.0932754419125
sub1044,0.5489679204,0.625465288,0.07714538224999999
sub1045,0.8487625966125001,0.6529873841249999,0.0621805167
sub1047,0.5772855323125,0.40394923475,0.0591614260625
sub1049,2.0847799666249998,0.470103429625,0.178707843225
sub105,0.5214600916250001,0.47379274937500004,0.0702531675
sub1051,3.551373290875,0.642192498375,0.099427535025
sub1052,0.8533047423750001,0.3030600597,0.1251340985375
sub1053,0.7241945439749999,0.473824755,0.0839690529
sub1055,0.70324786585,0.46719595325,0.0818717338375
sub1057,0.578889384325,0.4368313545,0.1477207675625
sub1058,2.5086153593750002,0.6195281218750001,0.0803944380875
sub106,0.6025013903750001,0.45918525875,0.0654357777375
sub1060,0.8321366077500001,0.26249361258750004,0.13249039927499998
sub1061,3.4480423725000002,0.746671776375,0.10052190405
sub1064,1.3827088095,0.5087712103750001,0.1086573095875
sub1065,1.00137770525,0.44751968375,0.08714134961249999
sub1067,16.614049235,0.705655384125,0.1074350175375
sub1068,2.8982943541250004,0.70939153725,0.086269865125
sub1069,0.643464597025,0.35857943575,0.1139726976
sub107,0.5183030382749999,0.387068338875,0.14583366605
sub1072,0.6666220678625,0.640909047,0.0751229616375
sub1074,1.030035752625,0.581049371125,0.07950872606250001
sub1075,1.2289203935000002,0.38477429525,0.13371936615000002
sub1076,2.794090765375,0.355589183,0.12410935044999999
sub1077,0.1582255210165,0.66020580625,0.051400088925
sub1078,3.122534345,0.10126865537499999,0.189289489
sub108,1.32435614775,0.712311812875,0.0630756508375
sub1081,0.6286093497499999,0.532697103,0.06612923913749999
sub1082,0.42404530845,0.68699669425,0.0635402965625
sub1083,0.5224285511875,0.577297201375,0.089366393125
sub1085,0.5706227824500001,0.436677207625,0.1039404329125
sub1086,1.198187067375,0.1246352085125,0.24204118275
sub1087,0.3866240736625,0.40465419765,0.059064030987499995
sub1088,2.6389383573750003,0.31590793100000003,0.163670322325
sub1089,0.67672343225,0.6203380741250001,0.07171925138749999
sub109,0.6219290283625001,0.492036817875,0.079747290025
sub1090,0.7680418770374999,0.612476862875,0.0696365133625
sub1091,3.358462585625,0.7561975677499999,0.0931404652625
sub1092,1.72620414375,0.544477292625,0.0906349385875
sub1093,0.6463711388750001,0.60879971125,0.0564785965
sub1095,1.0445417743749998,0.411335559375,0.0918737392
sub1099,0.7307954834375,0.663559316,0.062561940675
sub11,0.4166126117375,0.515596771625,0.1127163650625
sub110,0.736454408625,0.33265087775,0.0597338429625
sub1101,0.6866979711,0.52483215675,0.0841168235375
sub1102,0.7375072771500001,0.65043983775,0.0797784203125
sub1106,0.511701630475,0.54504140375,0.076453872525
sub1107,2.52056944375,0.50072502525,0.13176237897499998
sub1109,0.8533589205,0.153255752275,0.1687816783625
sub111,1.276956995125,0.56106318725,0.1258234153375
sub1111,0.5514473564,0.369461461125,0.09235101515
sub1112,1.36903821,0.595514690625,0.1052170945875
sub1113,0.42232522708750003,0.42994643787500003,0.0688054237875
sub1114,4.31207924125,0.753546466,0.1429077732375
sub1115,0.4234835830375,0.47985748825,0.0908858736125
sub1116,0.3397275335,0.2821669871875,0.065241256725
sub1117,3.14783669425,0.793854166375,0.1088814041625
sub1119,2.671690091375,0.57208660675,0.1178132314125
sub112,0.377987185875,0.41087678212499995,0.0925910442875
sub1122,0.97439756,0.396308556625,0.1045393080875
sub1124,2.3435605085000004,0.6529669781249999,0.1112150615375
sub1126,0.6098930121375,0.6249290856249999,0.08857204573750001
sub1127,7.565298245,0.675965267,0.15467540398750002
sub1128,0.6889597511250001,0.598830548,0.083760748975
sub1129,1.3745666926250002,0.67722535175,0.097446519825
sub113,0.6687378974,0.416673176625,0.0712009802375
sub1130,0.38493435612500004,0.3152973833875,0.094453800875
sub1131,1.7201183036249998,0.549979164625,0.1437415124375
sub1132,0.90872344525,0.07455606665625,0.21215417450000001
sub1134,1.2407678991,0.7450934615,0.0712835403
sub1135,0.5259547118125,0.5936030033749999,0.058249493625
sub1136,0.5669404242125,0.470504458,0.0921703870625
sub1138,6.867832032500001,0.655401585875,0.103949449375
sub114,0.7416041498375,0.301906883925,0.0973976924625
sub1140,0.363069319275,0.57079577825,0.07558197382500001
sub1141,0.3713039522,0.188931750275,0.0861139564625
sub1142,0.11285181684125,0.50281003775,0.060379521075
sub1147,1.629796882125,0.67794148675,0.12383415234999999
sub1149,0.32438527564999997,0.540541568875,0.055961688100000004
sub115,0.92504948025,0.5136136790000001,0.06608477913750001
sub1150,0.9032217036375,0.3805558635,0.12579564535
sub1151,0.513412500275,0.471974147125,0.07658638965
sub1152,0.6146288760999999,0.3498675212375,0.20860816564999998
sub1153,0.48034217098750004,0.46892889765,0.05844711665
sub1154,0.19547307009875,0.714322557875,0.04474917695
sub1155,0.340313666575,0.3298377003375,0.0779174710625
sub1156,1.367410335575,0.59738092125,0.210547604875
sub1157,1.174312805075,0.70541877125,0.06592766011250001
sub116,0.6780775702625,0.392139808625,0.0875213589125
sub1160,0.2669737417,0.3511111354625,0.050072907475
sub1162,1.4648919390000001,0.628990403125,0.10621290125
sub1163,1.047945399,0.3012978423375,0.09187866123749999
sub1164,0.5095044426375,0.44923622175000005,0.091869935725
sub1165,1.807664916375,0.5542406321250001,0.11901159448750001
sub1166,3.5909026897499996,0.710188946875,0.0623213774125
sub1167,13.24500744625,0.386848028,0.1074126145375
sub1168,0.3867975736375,0.25917297674999995,0.07965098752500001
sub1169,0.10217196409125,0.498463154375,0.035186526700000005
sub117,1.61229452675,0.54744186575,0.1039030394125
sub1170,0.4710307484125,0.5252227366250001,0.0795300999375
sub1174,1.7861923616250002,0.527747550625,0.0989529277125
sub1176,1.412917811625,0.6940336795,0.06703026485
sub1178,0.356036066175,0.497010304625,0.0480402372125
sub1179,1.024855758375,0.6571532115,0.0568408026375
sub118,0.3210513484125,0.39651555152499995,0.05664595375
sub1183,0.5417910584500001,0.38830493024999996,0.107707686775
sub1184,1.885710787,0.567969558125,0.1150649501875
sub1186,0.2514604367625,0.476512889875,0.05509878355
sub1187,1.0592170548250002,0.687002156,0.08152947837499999
sub1189,0.338660228425,0.572856741875,0.06944515953750001
sub119,5.102326978750001,0.33892628075,0.1534320246875
sub1190,0.35025936006249997,0.490461319875,0.056478509587499996
sub1192,1.12133427175,0.360360042125,0.1059320188875
sub1194,1.1337255951249998,0.422005517125,0.1034334051875
sub1196,15.924489815000001,0.08977454088749999,0.10883873205
sub1197,1.453909729375,0.40890993225,0.1556422697
sub1198,2.3960168571250002,0.24332029800000002,0.119068918175
sub12,0.470639915375,0.41561147825,0.1134883477125
sub120,0.6826804260875,0.39437950875,0.07836030884999999
sub1200,0.32752240916250003,0.720534278375,0.047359680875000004
sub1201,0.7448342633375,0.580440810875,0.0929045575
sub1202,0.6113761888375,0.449109384125,0.0591417785125
sub1204,5.00912358375,0.589071106625,0.0949735977125
sub1207,2.635923827375,0.604011487375,0.185212202375
sub1208,0.6644170753749999,0.52735177775,0.0716735125875
sub1209,6.113368757,0.795759778875,0.13296666603750001
sub121,2.285562562625,0.40459209562500004,0.14589460165
sub1210,1.707658422875,0.7407942052500001,0.079412707875
sub1214,2.301768342625,0.5105141335,0.1247510734625
sub1215,0.367719340875,0.4941727095,0.07083636326250001
sub1216,0.535440183625,0.37953264715,0.069463447875
sub1218,0.482253731325,0.47868701212500003,0.06835996313750001
sub122,0.33085436367125,0.4870774045,0.0475623814875
sub1220,0.5166472573625,0.6441354648750001,0.0560952213125
sub1221,0.6745550848374999,0.6775112138749999,0.06206236765
sub1224,5.29907344625,0.455260468375,0.071814811925
sub1226,0.6519375996375,0.25034741065,0.1046328991875
sub1227,0.7758620748749999,0.425298633125,0.120517598
sub1229,0.758728740875,0.373319927875,0.090434484375
sub123,0.16194862512125,0.541012011625,0.05481496565
sub1230,0.24503329332,0.3899484614375,0.0377696787875
sub1232,1.7271095475,0.53652329475,0.08855940513749999
sub1234,0.611605121425,0.6625377301250001,0.0663718919
sub1235,0.30147272945,0.31412211437500004,0.07018267090000001
sub1236,10.1456378875,0.2632549203,0.1514857477875
sub1237,0.80267321545,0.282309687,0.1432297396875
sub1239,0.41865516875,0.27938055,0.0716240272125
sub124,0.62226290475,0.33845258074999995,0.1150740516875
sub1240,0.5344485577875,0.256357584475,0.0986130869125
sub1241,0.9450134185,0.533176503625,0.09215960572500001
sub1242,1.52009910575,0.475110788,0.103601542175
sub1244,0.7272319075625,0.679475273375,0.083867922725
sub1245,0.881269042125,0.32693104212499996,0.0817046157125
sub1246,0.43521276286250005,0.49451037075,0.077118312775
sub1247,0.5684853957499999,0.5217120251249999,0.06859204035000001
sub125,0.6595980307999999,0.41338695124999997,0.10100010575
sub1252,1.896973047,0.42491425625,0.12557521296250002
sub1255,0.4877953701375,0.592236387875,0.051223099475
sub1256,1.4479135208749998,0.28907526100000003,0.1345836857375
sub1258,2.9523247582499996,0.6635074550000001,0.0871902213625
sub1259,0.5240267308125,0.58981226525,0.06996034503750001
sub126,0.8291950780625,0.5281965376250001,0.07889592136250001
sub1260,0.3861461480125,0.48850762049999996,0.06775889596250001
sub1262,0.12368027663375,0.42772350775,0.0584689496625
sub1264,7.677271322499999,0.77753684825,0.1361518645625
sub1265,0.8021298003125,0.5266853549999999,0.1251029784
