sub,alpha_ind,sigma_ind_pre
sub1273,0.2199504035625,0.0547430800125
sub1274,0.318283414375,0.0567854525625
sub1275,0.303973396375,0.057807902362500004
sub1277,0.1255963369,0.0462484258
sub1278,0.0817239152625,0.06912047402499999
sub1279,0.12375571685,0.061087404062499996
sub128,2.1527644500000003,0.21583033199999999
sub1281,0.18475905782500002,0.059734407687500005
sub1283,0.13416014942499999,0.0449297102
sub1284,1.125274327,0.0686398846125
sub1285,0.590223587625,0.0561180215
sub1286,0.42511029875,0.060016112025
sub1288,0.071728849275,0.03928640685
sub129,0.114542374125,0.045720804749999996
sub1290,0.2369691224625,0.056716080125
sub1291,0.26280471575000003,0.0470561755875
sub1292,0.840955724125,0.05368094095
sub1295,0.14349063905,0.0489315964
sub1296,1.000310605875,0.094674921025
sub1297,1.560931774875,0.087499318025
sub1298,0.07686646561249999,0.0438118965
sub13,0.13980690097499998,0.0524278078375
sub130,0.30771753749999997,0.0523603077625
sub1301,1.07408665175,0.060409190375000005
sub1304,1.020103778375,0.074693489625
sub1305,0.0328267662425,0.033591264725
sub1306,0.11318649206249999,0.0542654719875
sub1308,0.291793722125,0.058077191725
sub1309,0.4356185485,0.0587156018125
sub131,0.09697289417499999,0.05096537735
sub1310,0.050361281802500005,0.0635916210125
sub1311,0.112299637625,0.062204194649999996
sub1312,0.32071819075,0.0473401643875
sub1313,0.14029559349999998,0.0488777357625
sub1317,0.045608222606250005,0.05683127635
sub1318,0.0893536141625,0.0555535456875
sub132,0.348235384875,0.08448975154999999
sub1320,3.7076426025,0.189268540625
sub1322,0.34063252375,0.1051351291
sub1323,0.2107567988375,0.0622200345125
sub1324,0.1721099827625,0.074661647175
sub1325,0.1567621674875,0.0614316339375
sub1326,1.008960134375,0.06301206415
sub1327,0.51129469525,0.085538228175
sub1329,0.07213847370000001,0.0421192554625
sub133,0.334451524,0.0600898121125
sub1330,0.35763495575000004,0.0593880672375
sub1332,6.6686749825,0.054942014875
sub1333,0.1362200958875,0.03981640073749999
sub1334,0.037249296696249996,0.0344774088375
sub1335,0.9999333795,0.0559430406375
sub1336,0.070846457125,0.0593387872625
sub1337,0.1579344206125,0.0417734471125
sub1338,0.07624778156249999,0.0413302467625
sub1339,0.7309626268749999,0.097534877775
sub134,0.23642403625,0.0564220345
sub1340,0.49221345087499996,0.0741304087875
sub1341,0.195826255925,0.0392229695125
sub1342,4.7675504787500005,0.061518378875
sub1344,0.09763832712500001,0.0469182544625
sub1345,0.2152994823625,0.0580057077375
sub1346,3.20493553625,0.056258519387500004
sub1347,0.2437116043,0.045812035674999994
sub135,0.70002157,0.050004074937500004
sub1350,0.0487157394875,0.035141160475
sub1351,0.35749854987499996,0.05139621515
sub1352,0.256436912,0.081343333
sub1353,0.26233553987499997,0.055548888275
sub1354,0.4403706155,0.072823412725
sub1355,0.23556502775000002,0.051505158
sub1356,0.61821765725,0.0511796299625
sub1357,0.3862588035,0.0931067434875
sub1358,0.1412321749125,0.0681630555625
sub136,0.11994945712499999,0.0358896691
sub1360,0.165018041275,0.0533109647875
sub1361,0.16107183932500002,0.04870004545
sub1362,0.0407254344125,0.033213182675
sub1363,0.236162838525,0.038943854025
sub1365,0.783723350625,0.1006600047125
sub1367,0.0541136230125,0.0324465676375
sub1368,0.053471555625,0.034967840375
sub137,0.0982847539375,0.0487093149875
sub1370,0.37865192825000005,0.0591065333
sub1371,0.28344984725,0.05255270365
sub1373,0.70662356575,0.05555665285
sub1374,0.072457980775,0.0313776589125
sub1375,0.325919571375,0.055050807050000004
sub1376,0.486683350875,0.07972284843750001
sub1378,0.686457112375,0.0609209767375
sub1379,0.7522452085,0.0971913837375
sub138,0.5604396378750001,0.079599808075
sub1380,0.5663355179999999,0.08220921269999999
sub1381,0.10513759842499999,0.0438919497875
sub1382,0.1449348751125,0.0451044647875
sub1383,0.4903087665,0.057543193225000004
sub1384,0.1362758699875,0.0438839652125
sub1386,0.1126504360125,0.0513814930375
sub1387,0.149429057525,0.0531696392
sub1388,0.10411657443750001,0.040027579375000004
sub139,0.1828730621,0.046567361962500005
sub1390,0.370575827,0.0564822379
sub1391,0.0946847156625,0.0695931279125
sub1392,0.62436080125,0.07858510911250001
sub1393,0.16194788393749998,0.0487913430375
sub1394,0.0907957445375,0.051294147387499996
sub1395,0.310287086625,0.0821030408
sub1397,0.552163914875,0.0640645743625
sub1398,0.0365845818175,0.030226296349999997
sub1399,0.085642841975,0.0581049452375
sub14,0.081216720525,0.034132107362500004
sub140,0.57435949625,0.10406811217499999
sub1400,0.56471632075,0.064548086975
sub1402,0.0485339661275,0.0495172281125
sub1403,0.2104109188875,0.0690775709
sub1404,0.202334729475,0.0745329367625
sub1407,0.71327026325,0.054329425800000004
sub1408,0.61651734825,0.1047520075125
sub141,0.0836762233125,0.051818046449999995
sub1410,0.162653511325,0.0602862263875
sub1411,0.1604308679375,0.0602944922625
sub1412,0.0908596416125,0.0433928335
sub1413,0.229033218525,0.0734761823
sub1414,0.1157000951,0.0535518006875
sub1415,0.4584796615,0.10123786885
sub1416,0.5026805325,0.07995692687499999
sub142,0.32508417624999997,0.08068891288749999
sub1420,0.2125509002125,0.047661807199999996
sub1422,0.024088563512499998,0.033411897162499996
sub1423,0.26250124210000003,0.053680384425
sub1424,1.432323338125,0.05536021535
sub1426,0.1152827957,0.043115628425
sub1427,0.090063021425,0.0469041403625
sub1429,0.12219805345,0.055032316725
sub143,0.408527192125,0.0548969812875
sub1430,0.0737719994875,0.034973088799999996
sub1431,0.31259602443749995,0.0559769624
sub1432,20.474039575,0.01061027739875
sub1434,0.344450237125,0.058765113925
sub1436,0.34852384062499997,0.0823140732375
sub1437,0.112846544375,0.0539857768375
sub1438,0.007063247222625,0.02474955355
sub1439,0.2541178319625,0.09229820775
sub144,1.302538674875,0.076330602375
sub1441,0.0917524834,0.0504193242875
sub1442,0.12060323357500001,0.0537612813875
sub1443,0.06022015872625,0.030356066475
sub1444,0.1071976044125,0.0369516332875
sub145,0.1786420413625,0.0424242960625
sub1450,0.1230032371625,0.047254970487500006
sub1451,0.09921824605,0.045460400225
sub1454,0.2354207657,0.044778369400000004
sub1455,0.31637433325000003,0.063386699625
sub1456,0.2126729667375,0.04509837565
sub1457,0.759555590375,0.0676921276875
sub1459,0.13644635687499998,0.0550347048625
sub1460,0.774792063,0.057125394612500005
sub1462,0.1889258078,0.0752468680375
sub1466,0.0745715053875,0.0401788489625
sub1467,0.13415120123750002,0.045509016125
sub1469,0.42970859362499997,0.075490511175
sub147,0.20148597885,0.060733257799999996
sub1471,0.09760325038749999,0.055703228325
sub1472,0.0995397893875,0.0386084465625
sub1474,0.31412075,0.0598396109875
sub1475,3.45489712875,0.1352399505875
sub1476,0.7445583920000001,0.086396196125
sub1478,0.3480816365,0.053489191150000004
sub1479,0.064214324075,0.0395829687375
sub1481,0.5464011561250001,0.06662134022499999
sub1485,0.11668622953749999,0.044949383012500004
sub1488,7.987796761249999,0.12041158945
sub149,0.0992720952,0.041670633175
sub1490,0.1975272125375,0.05448005165
sub1491,0.10978778332500001,0.0438987536
sub1492,0.111633195075,0.0367797801125
sub1493,0.52236413175,0.058718167774999996
sub1494,0.0778012193375,0.0434572360625
sub1496,0.0608423306125,0.041944627825
sub1497,0.47618078387499996,0.057764252999999995
sub1499,0.13535518941250002,0.05326553255
sub15,0.078220124325,0.04130827485
sub150,0.5090273545,0.08172297163749999
sub1500,0.569813543,0.0878243243625
sub1501,7.22792519375,0.045281896975
sub1502,0.707671738,0.05080283625
sub1504,0.09865068822499999,0.045154337562499994
sub1507,1.02963199125,0.0661881503375
sub1509,0.6816036305000001,0.0618330805875
sub151,0.044500978588750004,0.034369547525
sub1510,0.21175408210000002,0.058166397787500004
sub1512,0.1632147000875,0.0503950054875
sub1514,0.36732193287500003,0.04764554815
sub1515,1.079993244625,0.0478872125
sub1516,0.1716957476375,0.0433438082125
sub1519,0.054602113025,0.032961556600000004
sub152,0.228981130875,0.043774764449999996
sub1520,0.309755275,0.054478460124999996
sub1521,0.12453300122500001,0.0385120509875
sub1522,0.397572813875,0.055969536024999995
sub1523,0.20015772505,0.054186206462500004
sub1524,0.18007026232499998,0.044590320925
sub1525,0.24751616941250001,0.055524304837499996
sub1526,0.036412406612499996,0.029882254262499998
sub1527,0.21582751395,0.0646541719125
sub153,0.0673828178125,0.0401717033125
sub1530,0.526767646875,0.075593887025
sub1532,0.14859121365,0.063711022575
sub1534,0.1434799319875,0.05895050515
sub1536,0.1539235608875,0.058780158987500004
sub154,0.2283899707125,0.0634229625
sub1540,0.434376360375,0.0606324423
sub1541,0.2522526214,0.0692578249
sub1542,0.34520251812499997,0.0555368179125
sub1543,0.28899126262499997,0.06649304995
sub1544,0.1989370756875,0.05581915035
sub1547,0.10303968885,0.0528850180125
sub1548,0.4815021355,0.049309630374999996
sub155,0.187245372825,0.0626271966
sub1550,0.2506174558625,0.0419352505375
sub1551,0.595283547375,0.0430158495
sub1552,0.49611592387500003,0.06691834837499999
sub1553,0.7716559697500001,0.0704722419875
sub1554,0.79387998225,0.06413238737499999
sub1556,0.23251162913749998,0.0685651658875
sub1557,0.07898700384999999,0.045394801412500005
sub1558,0.1026896389875,0.0468936479625
sub156,1.1306726631250001,0.10854430976250001
sub1560,0.1759676973,0.0576263305
sub1561,0.1346201842875,0.04592213155
sub1566,0.44066473975000003,0.064995214525
sub1569,0.0640324625375,0.042312308199999996
sub157,0.0308647692975,0.030112705525
sub1571,0.2403895218125,0.057159492987500005
sub1572,0.1773255568625,0.07266552208749999
sub1573,0.423257295,0.057268715399999996
sub1574,0.53602195325,0.1258679645
sub1575,0.1859568396,0.0471014216875
sub1577,0.3792286615,0.0661181216
sub1578,0.0653636207125,0.0322234536625
sub1579,0.051363872907500004,0.027551443925000002
sub158,0.51439511325,0.086119489225
sub1581,1.5146705573750001,0.0448240094125
sub1582,0.515837954,0.0628294926875
sub1583,0.442931265375,0.0740967679125
sub1585,0.19249856801249998,0.0634325501125
sub1588,0.349621165125,0.051227940549999997
sub159,0.242389985575,0.05057768035
sub1591,0.06855469574999999,0.032777617112500004
sub1594,0.0709319678375,0.044086247837499995
sub1595,0.201674938575,0.047679267600000005
sub1597,0.0723738853,0.0467229316
sub1598,0.08780589868750001,0.039127395725
sub16,0.1540910501,0.0431917962625
sub160,0.29366694775,0.049789714675
sub1600,0.6392418273749999,0.048675021
sub1601,0.518823335875,0.0610276186125
sub1603,0.1058151592,0.0419633593375
sub1605,0.29457099312499996,0.0646064807625
sub1606,0.2054902676875,0.0449451655
sub1607,0.05102189192625,0.0361450562
sub1608,0.20023402038750002,0.040351457287499996
sub1609,0.109105812475,0.035670272662499995
sub161,0.04098415567875,0.03612577335
sub1610,0.9161174725,0.17596334487499998
sub1611,0.391024608375,0.0722023860125
sub1612,0.360874341125,0.049896073125
sub1613,0.2238176901125,0.08270975025
sub1614,0.2025080703,0.0516533020375
sub1617,0.130970991925,0.0481255658
sub1619,0.310399341375,0.0603351577125
sub162,0.578338320875,0.05312487187499999
sub1620,0.1012589874125,0.050144005025
sub1622,0.912312549375,0.0629961916125
sub1624,0.1117075254,0.0661255726625
sub1625,0.418720701875,0.08516043236250001
sub1626,0.22817047545,0.052034524075
sub1628,0.03229109000625,0.0412942142
sub163,0.1256333352875,0.0561593628125
sub1630,0.27695507737499997,0.050758650275
sub1631,0.1344210904375,0.0477508419
sub1632,1.8159566125,0.12542228179999998
sub1633,0.849198888,0.0463381351375
sub1635,0.2098357877375,0.04944979385
sub1636,0.0668777221125,0.037901044437499996
sub1637,0.06916022895,0.0378025587125
sub1638,0.460032944875,0.047525612012499996
sub164,0.065332969275,0.0392551445375
sub165,0.33534065525,0.0457967292875
sub166,0.37045833125,0.0491914877375
sub167,0.1578245397375,0.044369984862499996
sub168,0.1273095120375,0.0440501944
sub169,0.25256361247500003,0.050393086925
sub17,0.13881693646249998,0.0523621039875
sub170,0.0575303959875,0.0414805381625
sub171,0.093632808375,0.038549770137499995
sub172,0.7713421835000001,0.0578428181125
sub173,0.30434746237500004,0.06710683418749999
sub174,0.33539862787499997,0.06924500224999999
sub175,0.993634307125,0.0561757165375
sub176,0.22215828585,0.045686702325
sub177,0.14758398908749998,0.0591023921625
sub178,1.9488188175,0.0698858585125
sub179,0.93272295975,0.055204703012499995
sub18,0.07534848253750001,0.050348723925
sub180,0.2314904014,0.07058674097499999
sub181,0.0873516103125,0.038667142
sub182,0.112703508175,0.0475084113375
sub183,0.08545406187499999,0.036688762312500005
sub184,0.2399243344125,0.0621281522
sub185,0.213591560175,0.0567625090875
sub186,0.2313216504125,0.0728013343625
sub187,1.28172141575,0.0944903247625
sub188,0.17787294650000002,0.0622381537
sub189,0.37234061575,0.0652584674375
sub19,0.11807141027500001,0.0628984056125
sub190,0.325427994,0.05428044705
sub191,0.1571237557,0.0765617934375
sub192,0.1107109077625,0.0454642190625
sub193,0.07318930231250001,0.0512222439125
sub194,0.2739689546875,0.090559504025
sub195,0.30487915125,0.0546536593375
sub197,0.1553486365375,0.0692514057375
sub198,0.136935112475,0.055395562025
sub199,2.37678872625,0.074657064525
sub20,0.41415614175000004,0.059425481912499994
sub200,0.28749909125,0.05367763605
sub201,0.2401029842,0.0465691734
sub202,0.09105578488749999,0.0442227063875
sub203,0.291815123625,0.0717581486
sub204,0.094932223275,0.0567880875375
sub205,0.83622708,0.067276872075
sub206,0.32743633749999995,0.0707652028125
sub207,0.0741647984375,0.0374040259375
sub208,0.451951825,0.0572406910875
sub209,0.25318457696249996,0.051507794075
sub21,0.04834458515,0.028017798400000002
sub210,0.083513504,0.039331064812500004
sub211,0.081499164725,0.040232928524999996
sub212,0.31597809112499997,0.0481085874125
sub213,0.11028145576250001,0.041845215775
sub214,0.952234633625,0.0803290124375
sub215,11.75294713875,0.060628327825
sub216,0.1331730031375,0.040044534975
sub217,0.340475235375,0.055995961175
sub218,0.075284793275,0.043110045325
sub219,0.400753882125,0.08742933182500001
sub22,0.2341134434125,0.05194362295
sub220,0.245247040075,0.0735040235
sub221,2.62130629375,0.08557598575
sub222,0.04173409554125,0.0344522070375
sub223,0.10485998245,0.055723452887500004
sub224,0.503683268125,0.052825935412500004
sub225,1.79492176125,0.0979906229125
sub226,0.23472061984999998,0.0711014352125
sub227,0.126039457625,0.052460276075000006
sub228,1.038278885625,0.09007209233749999
sub229,0.11768672451250001,0.0446825649125
sub23,0.37924822575,0.05488875615
sub230,0.2502706482625,0.0666670449
sub231,0.08950704902500001,0.04362104095
sub232,0.116232045425,0.042299273075000005
sub233,0.1834228303625,0.0428881786125
sub234,0.267573257875,0.050104434275000005
sub235,0.226861197675,0.0677650015875
sub236,0.02380943525625,0.024224639087500003
sub237,0.589858617875,0.0436341757875
sub238,0.185041914575,0.0549789973875
sub239,0.220637832725,0.0779908476
sub24,2.749789025,0.049141273775
sub240,0.42970303625,0.0561336265
sub241,0.1746163643875,0.054393767512499996
sub242,0.1144939810875,0.0475911869125
sub243,0.24140941027499999,0.0489063839875
sub244,0.0753268247875,0.0449343578625
sub245,0.46563672275,0.05477358195
sub246,0.042592615189999995,0.0355428748
sub247,0.1346230394,0.043638232199999995
sub248,0.13898347279999998,0.0575910599
sub249,0.31014739687500004,0.0569671310875
sub25,0.1649982632,0.06731312905
sub250,0.1869901825625,0.054665732362500004
sub251,0.1260781220625,0.034152427912500005
sub252,0.10727051005,0.04689664715
sub253,0.07681211808749999,0.0404579116875
sub254,0.14924812842500002,0.052246179925
sub255,0.15665155555000002,0.0447890618
sub256,1.364615878625,0.1009918891625
sub257,0.331239215375,0.06538166253750001
sub258,0.0739225055,0.0394722989625
sub259,0.351762699625,0.048276083725
sub26,0.23649602590000002,0.05879665135
sub260,0.1053908112875,0.0396112702125
sub261,0.16539915984999998,0.0355999634375
sub262,0.1802865371,0.055611437525
sub263,0.874388165375,0.0640350645
sub264,0.1539439716375,0.05277364195
sub265,0.41804560475,0.050282314025
sub266,0.26979102831249996,0.0831798543375
sub267,0.115052220025,0.0516119674875
sub268,0.376105407875,0.0570057673125
sub269,0.315207711375,0.0754924831125
sub27,0.15850191885,0.0486367948625
sub270,0.5363389775,0.07086855477500001
sub271,1.164687774375,0.09173711845
sub272,0.43180200025,0.05871655595
sub273,0.20416325496249998,0.0480007405375
sub274,9.562655622500001,0.057622748012499996
sub275,0.123714359125,0.068330211475
sub276,0.10182220381250001,0.050767049625
sub277,0.02915875225375,0.034701322287499996
sub278,0.140216634275,0.042044004899999994
sub279,0.25528145803749996,0.0516381350125
sub28,0.0859121409,0.045831831975
sub280,0.23829061669999999,0.07838397836250001
sub281,0.07088947507500001,0.046054894925
sub282,1.378310153375,0.0614158334875
sub283,0.04391450055375,0.0318223629875
sub284,0.281491417,0.062129700649999994
sub285,0.061798994875,0.034011138125
sub286,0.09753648101250001,0.0478456137875
sub287,0.2557759698625,0.0587506696875
sub288,0.0480793719,0.034371402775
sub289,0.426089787,0.055555384250000006
sub29,0.068201758525,0.0417254551875
sub290,0.3439130535,0.053056470575
sub291,0.467129614375,0.098413054425
sub292,0.0633054194125,0.039834281925
sub293,0.220833086325,0.0533180725875
sub294,0.062933491675,0.038637010050000004
sub295,0.0176453760325,0.029792595962499998
sub296,1.467381300125,0.0743284906625
sub297,0.6741819716249999,0.07946135594999999
sub298,0.431243487875,0.05575169505
sub299,0.1692558281,0.0464421979875
sub30,0.2085349101375,0.0625614383375
sub300,0.3853370135,0.0845366593
sub301,1.525026949625,0.066641451825
sub302,0.35134638125,0.0771520558375
sub303,0.07974399015,0.0424581530125
sub304,0.10745847726249999,0.0574813267875
sub305,0.09652199342500001,0.0555601934125
sub306,0.18084596414999998,0.0526057818
sub307,0.580123090125,0.04733511325
sub308,0.0569349644625,0.0439157963375
sub309,0.18820463955,0.048072787812500004
sub310,0.12852405817499998,0.040278950025
sub311,0.367207324375,0.06883731383750001
sub312,0.059090845950000005,0.0404057933875
sub313,0.370599759125,0.0559409487625
sub314,0.08067583288749999,0.04734111715
sub315,1.485665474875,0.06575963539999999
sub316,0.2625314209125,0.053499737400000004
sub317,0.13149983356249997,0.0501579661875
sub318,0.358967145625,0.03970504485
sub319,0.088242689875,0.0351326531375
sub32,0.25616038329999996,0.0574236795875
sub320,0.220459735075,0.0452614829375
sub321,3.3573852900000003,0.0507058141375
sub322,0.103814984425,0.042257425912499993
sub323,0.13974614406250002,0.04123924575
sub324,0.322252235875,0.051129694875
sub325,0.1274692780875,0.06380109365
sub326,0.07014409823750001,0.0357305609125
sub327,0.28177051375,0.0533497543625
sub328,0.19546452123750002,0.049743555925
sub33,0.1321002864125,0.0445164413375
sub330,0.2288959655625,0.064669899675
sub331,0.12981348528749997,0.0528376357875
sub332,0.2297392931625,0.08210959513749999
sub333,0.090212763575,0.048598300487499996
sub335,0.36266661975,0.061817937475
