sub,alpha_ind,beta_ind,sigma_ind_pre
sub1400,3.2205764,31.0429319875,0.0961880150125
sub1402,0.19360677315000002,17.022947015000003,0.06137368355
sub1403,1.57989339575,53.42160405,0.098860278025
sub1404,0.521015774375,9.76290930625,0.0915503434125
sub1407,8.55936589875,93.06703003749999,0.08075524002500001
sub1408,0.899705871375,2.499545262875,0.116635723725
sub141,1.34573474275,104.5680422,0.07654059537499999
sub1410,0.745100242125,23.99145614625,0.07923093017499999
sub1411,1.043074565875,38.125583562500005,0.0826380162
sub1412,0.610718181125,27.67814564375,0.060009820575
sub1413,1.8320091465000001,58.481044212499995,0.107574535525
sub1414,1.3026062085,104.411578775,0.0667825303
sub1415,2.095643911875,26.679490025,0.160371227625
sub1416,5.38108107375,71.7911822125,0.152873211875
sub142,1.5424378832499999,28.7827875625,0.115289339275
sub1420,3.685105262125,131.6954766625,0.0672907108625
sub1422,0.2100784882375,37.816456339999995,0.0436491030625
sub1423,2.458516502875,53.799992625,0.081717000375
sub1424,8.5385251475,38.61751895,0.08029980103750001
sub1426,1.968673304125,142.287645675,0.0570520354875
sub1427,0.568497119375,35.0737453125,0.0616390168625
sub1429,1.02153218125,49.6612856875,0.0763819353375
sub143,3.0165406737500002,45.6147268,0.07931403014999999
sub1430,1.174209794,108.15840854999999,0.047659704025000006
sub1431,5.79589791,169.7176696125,0.077357525425
sub1432,79.55218413749999,1.21777330918625,0.02444100559875
sub1434,6.67310926125,155.4162022625,0.0915324532625
sub1436,0.644545036375,4.614374935,0.0964481537625
sub1437,0.875792791375,49.1810514125,0.0715281592625
sub1438,0.16475463108375002,109.96986708749999,0.0323230922875
sub1439,1.445790445375,39.692486775,0.13672096712499998
sub144,10.2641980275,59.461375512500005,0.1288252415
sub1441,0.5211328519999999,25.87380499375,0.066723411225
sub1442,1.143300699875,57.4495321625,0.0773791878625
sub1443,0.7949196525,76.9263718625,0.041278465675
sub1444,1.4813769191250001,93.8530204375,0.0513950481625
sub145,1.591079811,61.099599975,0.0572605500875
sub1450,1.20256467925,55.151558762499995,0.065998614675
sub1451,0.6637573760000001,34.051415775,0.060680964025
sub1454,2.8156846837500003,81.2894649875,0.0633748466625
sub1455,1.44992426825,24.1809041875,0.0860596302125
sub1456,2.25703152825,60.5084403875,0.0661095577
sub1457,3.6260490662500002,23.566447512499998,0.1023155422
sub1459,0.406095553,10.317191698750001,0.0675187525125
sub1460,3.25100580875,20.28140675,0.0794148593375
sub1462,1.0088720025,30.8055465375,0.10817676846249999
sub1466,1.01243156775,99.20216665,0.0521736983625
sub1467,2.1162996395,123.51167003750001,0.063810310075
sub1469,2.366582255,30.365921675000003,0.11795416415
sub147,1.7724507952500002,56.7601285625,0.0899059216375
sub1471,0.606384955375,36.5448480875,0.074767611375
sub1472,1.2243133512500002,69.184231975,0.0542640979875
sub1474,10.5774782175,398.231730125,0.08038061131249999
sub1475,5.08405734,2.6433271300000003,0.16088380362500002
sub1476,2.3097228574999997,14.221069799999999,0.1199263525125
sub1478,2.97754995125,56.240216075,0.0761554393875
sub1479,1.122464808625,104.53944116250001,0.0559445236125
sub1481,18.59874919875,300.037394875,0.11869917864999999
sub1485,1.6943247267500001,107.67105875,0.0612426793
sub1488,18.978715162500002,10.4136853025,0.17954255562500002
sub149,1.075651468375,55.447566175,0.0600465013875
sub1490,0.8402932571249999,18.12725188625,0.0728780879375
sub1491,2.024712197625,166.05540779999998,0.058253629362499997
sub1492,1.206857536125,65.8399104125,0.050080590925
sub1493,6.0153267787499995,82.6786008875,0.0908409753625
sub1494,0.743020025125,43.2916531625,0.0615955194625
sub1496,0.803472457625,88.45766705,0.057660949950000005
sub1497,6.76464204,114.31621584999999,0.0833819195375
sub1499,1.239936892,67.38083125,0.0706817623
sub15,0.370976512375,16.46040286625,0.0539507644375
sub150,3.0233019925,38.3452224375,0.1283833990375
sub1500,3.98119846125,46.4975941125,0.15330497925
sub1501,51.7959711875,57.302381600000004,0.06531181825
sub1502,11.90969044875,177.6930312,0.06588874588749999
sub1504,0.75737630225,35.845734750000005,0.063426825575
sub1507,18.18617097125,160.8217151875,0.1093265097
sub1509,4.159019875,38.2713447375,0.0900419159625
sub151,0.307608911325,25.140471061249997,0.0458845998375
sub1510,1.1193312901249999,24.1929843875,0.08153467360000001
sub1512,3.883259605,174.3464667875,0.0761011055125
sub1514,6.2455704050000005,168.135238575,0.061821039687499996
sub1515,9.47333438375,66.3086801625,0.066215434675
sub1516,1.909677060875,61.3690073625,0.062854356375
sub1519,0.42278996563750004,30.78012843375,0.0443656904125
sub152,2.3108745051249997,66.1404420125,0.0605632462125
sub1520,1.7356264604999998,29.11501445,0.0749015262625
sub1521,1.93525180425,112.94351015000001,0.052116971025
sub1522,10.866905201249999,298.466729,0.0774031634125
sub1523,0.670400930625,12.74357136125,0.06913140785
sub1524,3.3019902968749997,173.8566605625,0.057498727775
sub1525,1.1624015968749999,19.735503715,0.0778011709125
sub1526,0.36308723989999997,40.458665294999996,0.040850039649999996
sub1527,0.8095232948750001,17.426741648750003,0.0848127298625
sub153,0.5278602525,37.224777325000005,0.0544183216375
sub1530,2.180433419,21.2475087375,0.1084586177625
sub1532,0.7522010686249999,30.427901362500002,0.08396516047500001
sub1534,8.9038175825,534.8446068750001,0.0959368599625
sub1536,1.1225458635,49.445779775000005,0.0809079984375
sub154,0.7454255144999999,13.32136729,0.0814259256875
sub1540,7.556775881249999,166.5435304375,0.08774476445
sub1541,0.81766811675,14.13216376625,0.0897480695125
sub1542,5.7321604087499995,136.62713321249998,0.0815756887
sub1543,1.2957023724999999,25.76164115,0.0896400774375
sub1544,1.67409179125,49.2640226375,0.08206011715
sub1547,0.725649603125,43.502090525,0.07097513922500001
sub1548,3.4880347025000003,46.5360557625,0.06811672765
sub155,2.689135237375,118.70663775,0.0898105453375
sub1550,1.6941111100000001,32.3754013875,0.0582032035
sub1551,10.201261689999999,157.8999036875,0.057832460412499995
sub1552,3.41370550125,43.99485785,0.1006187411625
sub1553,9.716264859999999,90.0614402625,0.1287004721875
sub1554,8.0799622575,75.9086708625,0.1015353224875
sub1556,1.270493787375,33.738522737500006,0.09439883260000001
sub1557,0.7038357345,49.4515428875,0.060782986100000005
sub1558,0.43602891625,18.4942332775,0.0592704933875
sub156,5.86323609,33.434760125000004,0.196122719
sub1560,2.250879814375,96.9383722875,0.0846457755125
sub1561,1.397137796,62.63648613749999,0.06372530415
sub1566,0.71247635575,2.9618031028750003,0.072885257225
sub1569,0.7563567409999999,61.6253644625,0.0603360069625
sub157,0.3199700900875,43.22099943625,0.0405567300875
sub1571,1.04470830925,20.14429842,0.0768667464375
sub1572,1.274242900875,57.4252675625,0.0991776735875
sub1573,3.71296518625,58.1666783,0.083954092825
sub1574,0.8416014012499999,3.131119098875,0.1442110465375
sub1575,3.351173165,148.50297205,0.06467682785
sub1577,4.3233909075,78.7498814125,0.10602608012499999
sub1578,0.8148538506249999,69.7499750875,0.0443915823375
sub1579,0.877425923375,120.493441,0.0368704346625
sub158,4.770858629999999,71.8012069875,0.14329287915
sub1581,31.9144312625,233.73343912500002,0.059002537099999995
sub1582,1.775695512,14.13458944125,0.0835917840125
sub1583,2.97197634375,37.479616549999996,0.1218733979
sub1585,1.3272465455,41.6577846125,0.0901523526
sub1588,5.071861705,116.1845051,0.0737912594625
sub159,1.9784229265,51.9014243125,0.07040616935
sub1591,0.9126263853750001,69.34388625,0.0453957319375
sub1594,0.414581356525,25.2780974675,0.0579902692875
sub1595,2.9897071875,122.856350475,0.06566001571249999
sub1597,0.706947996125,55.5530136,0.0647384651875
sub1598,0.909284217875,47.51747425,0.0561774628125
sub16,0.991780400125,32.8599857625,0.05800171545
sub160,3.61829164125,89.208187525,0.07230935336250001
sub1600,9.42827892375,117.578600225,0.07201204916250001
sub1601,2.52031287175,25.6519239,0.085583993675
sub1603,1.109793716375,63.559142574999996,0.058469436575000006
sub1605,3.74973511375,113.3622295125,0.09194085075
sub1606,1.693053176625,45.303992362500004,0.0633484145375
sub1607,0.5677948769625,53.2261048,0.0493767961375
sub1608,1.8861510706250002,49.744037475,0.057714652125
sub1609,0.9769695785,48.4622688875,0.048123348875
sub161,0.6130172159999999,85.2585050875,0.048446927512499995
sub1610,2.9578716625,17.699857591249998,0.3058603865
sub1611,3.03526865875,51.9214464375,0.112360414025
sub1612,5.61176525,113.1908251875,0.0763439022875
sub1613,2.21673294675,75.8103747,0.13406576408749998
sub1614,1.7656432038749998,58.6594698875,0.0725063440375
sub1617,1.0256379876250001,38.0330374625,0.06913610402499999
sub1619,1.58585125875,26.201519637500002,0.08562703346249999
sub162,10.95136412625,197.0201890875,0.07182717851249999
sub1620,1.27004876125,61.870924175,0.0763244382125
sub1622,6.22723001875,45.2732220625,0.0955406985625
sub1624,0.3253154962,11.480493333750001,0.081640478925
sub1625,3.1151592275,54.4311677125,0.13396217332500002
sub1626,3.7383862375,133.9766591625,0.0747199609875
sub1628,0.7565108305,155.2392404375,0.0546288744625
sub163,0.630992836125,25.08714114625,0.0747151559
sub1630,2.0599072675000003,44.48295555,0.071953579125
sub1631,1.2385296965,63.206477525000004,0.064965047825
sub1632,6.4046812325,21.16566255,0.20986718562499998
sub1633,7.5709736825,64.445336675,0.0647555012375
sub1635,2.1614448161250004,65.2643921,0.0714565818
sub1636,0.50839435375,34.661812931250005,0.051643928775
sub1637,0.7288995285,55.53613885,0.052014408912500004
sub1638,3.6725910875,51.520263225,0.0658599672875
sub164,0.7219623642499999,59.0227242,0.0543185932
sub165,4.1543223625,84.71440525,0.0659355048125
sub166,3.4261064375,57.379673000000004,0.07177962513750001
sub167,2.2281366365,90.690201475,0.0617350983875
sub168,2.1734765014999997,160.33982665,0.055442380887500003
sub169,2.196810593375,54.0990534375,0.0727673158125
sub17,0.8366072596249999,31.17288918125,0.071634968575
sub170,0.3559709395375,25.628703651250003,0.054926449625
sub171,0.670389148625,31.33273459,0.053300169625000005
sub172,8.2739426,84.79068704999999,0.0839452573375
sub173,1.27848717975,21.296931637500002,0.0912578623125
sub174,0.6492294053750001,4.9504493512500005,0.08053315645
sub175,14.318176977499999,117.02102306249999,0.08869936185
sub176,4.106577261250001,241.22193825,0.0537527884125
