sub,alpha_ind,lambda_ind,sigma_ind_pre
sub1247,0.068578650775,0.04268179177625,0.048191009225000005
sub125,0.1379907638375,0.06173607306,0.1068038145
sub1252,0.0388697735125,0.37396505074999997,0.056337642925
sub1255,0.0449425980625,0.19377431350000002,0.06678080477500001
sub1256,1.378912121125,0.38388085175,0.181779886875
sub1258,0.057648210974999996,0.328288564125,0.09477144443749999
sub1259,0.041978099565,0.158096629575,0.0621838433875
sub126,0.02607628364625,0.24844383325000002,0.04887625905
sub1260,0.02940279271125,0.19596042125,0.0628897942
sub1262,0.02613354800125,0.25436300037500004,0.0646937650875
sub1264,0.42444332825,0.55223411875,0.229322639625
sub1265,0.050794100337499995,0.24633524125,0.15516992494999998
sub1267,0.40106684225,0.0245300924345,0.117847325625
sub1268,0.1062384246125,0.40713427324999996,0.0831833027375
sub127,0.016514712396250002,0.44043239525,0.047278139737499995
sub1271,0.042392111975,0.165290190325,0.046814722787500006
sub1272,0.0729536316875,0.03411642288315,0.0630888283625
sub1273,0.0948567914,0.158718609675,0.0735010003375
sub1274,0.0907748387375,0.28454503175,0.0834247237875
sub1275,0.19879498903749998,0.07579946613750001,0.07200502962500001
sub1277,0.0959363490625,0.06696313775,0.0562238452625
sub1278,0.037519918250000006,0.180046497625,0.10504336605
sub1279,0.04570380065,0.20661724262499997,0.08633188531250001
sub128,1.248451261,0.062141075975,0.384755931
sub1281,0.10366845575000001,0.1261282665375,0.08239604875
sub1283,0.03841136632125,0.22791866074999997,0.0574429850625
sub1284,0.1166852734875,0.733150222625,0.1405878569375
sub1285,0.0592818429375,0.6751923839999999,0.08235386597500001
sub1286,0.03722028492750001,0.7223807615,0.0855418626875
sub1288,0.04620473402125,0.103537353625,0.048771529887500005
sub129,0.0495436810875,0.16167540883749998,0.057735968025
sub1290,0.05785009695,0.343152520625,0.08300671400000001
sub1291,0.08108897185,0.23441429687499998,0.0622559989125
sub1292,0.1618576166375,0.41504249787499997,0.085992459925
sub1295,0.1059357250875,0.076694558125,0.060445966562499995
sub1296,0.644297487125,0.060860971387500004,0.12475330196250001
sub1297,0.5972672619999999,0.1865647895,0.167970445125
sub1298,0.0646743639375,0.038661895997499994,0.049131133087499994
sub13,0.045789274149999996,0.2296542895,0.07070995865
sub130,0.177140612675,0.10288472058749999,0.0666700692375
sub1301,0.325299111375,0.259608036125,0.095221259875
sub1304,0.319462448,0.271449090875,0.1518956668125
sub1305,0.010175863349625001,0.18642956537500002,0.0387605921
sub1306,0.07041563884999999,0.10726469482125,0.0693404694125
sub1308,0.19706258405,0.07631350756250001,0.07396060538749999
sub1309,0.16668109146250001,0.186483009875,0.0826154058
sub131,0.0283491426275,0.232277874875,0.063667782975
sub1310,0.0450042909625,0.0696104608625,0.084954157125
sub1311,0.09270611923750001,0.04151425946,0.071925165175
sub1312,0.095199072475,0.247367629875,0.0631497200125
sub1313,0.029335049819999997,0.2869989635,0.0605921303875
sub1317,0.041965000376250006,0.024520311174125,0.0617608304375
sub1318,0.0288745922425,0.231204115125,0.0730594703125
sub132,0.163464419375,0.14586535065,0.13302622865
sub1320,2.35602709875,0.0422378058125,0.276554989625
sub1322,0.1787792820125,0.1204353320625,0.188200877125
sub1323,0.1522778662,0.0644289575375,0.0775989044125
sub1324,0.0967539816625,0.12063936665,0.107574947475
sub1325,0.0909768442,0.10856971911249999,0.07939435466250001
sub1326,0.0640968286875,1.038829629,0.1193368215125
sub1327,0.26622302675,0.1260186444625,0.1371502529625
sub1329,0.03332786987875,0.1340769194375,0.0507132198125
sub133,0.2196730623,0.0693238641375,0.0737541440625
sub1330,0.0724905987875,0.421493707125,0.09542379853750001
sub1332,1.3666249528749999,0.37225298325,0.1000720398
sub1333,0.03522085299625,0.23089848375,0.0471492923
sub1334,0.0240581594275,0.1131490917125,0.0426211327125
sub1335,0.18428765544999998,0.422769292125,0.0892954049125
sub1336,0.06632251471249999,0.00651686118535875,0.0602944040625
sub1337,0.073987624475,0.1688207075,0.055765607875
sub1338,0.03831265243875,0.12952052415,0.051639926275
sub1339,0.523489760375,0.04825972155,0.12677096475
sub134,0.07675260502499999,0.21435838100000001,0.07525979303750001
sub1340,0.23084219314999999,0.18004343087500002,0.1346303517
sub1341,0.02851141790875,0.333258301625,0.045478468125
sub1342,0.47498461750000004,0.7456146797500001,0.1427555030375
sub1344,0.05086034171375,0.14432172707500002,0.060458389349999996
sub1345,0.08668605770000001,0.172189946875,0.07714732317499999
sub1346,0.406761835875,0.6046166970000001,0.1100154971
sub1347,0.036319240999999995,0.4422773555,0.058607559525
sub135,0.048701121112499995,0.827517779375,0.06918245435
sub1350,0.0328018275975,0.092083323325,0.042392801225
sub1351,0.0589577260625,0.44036947437499996,0.0718566881125
sub1352,0.14776067438749999,0.09227272628750001,0.1093277533
sub1353,0.061144437674999996,0.353623326375,0.08005683802500001
sub1354,0.2125125885,0.15966544636250002,0.120068806775
sub1355,0.05229631605,0.337877233875,0.0704290732125
sub1356,0.111565214,0.401665488375,0.0721547531
sub1357,0.34438267575,0.008851856899499999,0.09693178734999999
sub1358,0.0658688947,0.15203274316249998,0.096060679325
sub136,0.056633605987499995,0.14074532991250002,0.045227192775
sub1360,0.05636943875,0.221789981375,0.0725716468125
sub1361,0.081878633075,0.13299559188750001,0.062351888125000005
sub1362,0.021142929381249998,0.1311649839375,0.040735348399999996
sub1363,0.02689079182375,0.451410314375,0.04630012095
sub1365,0.5094830885,0.0740009208625,0.153799008875
sub1367,0.01580316744875,0.196256977625,0.038910197125000004
sub1368,0.02522118634,0.12649625815,0.0420984222125
sub137,0.044199445572499996,0.17044064448750001,0.0643267250375
sub1370,0.0628932498625,0.513729408625,0.097909999375
sub1371,0.061307465875,0.368751418125,0.073998297725
sub1373,0.1057140763875,0.530823382375,0.09018408657499999
sub1374,0.04485926466,0.1004593955125,0.0385756317625
sub1375,0.0566191433,0.45299860062499997,0.0806677606875
sub1376,0.242050305375,0.15087989562499998,0.13742742759999999
sub1378,0.1063342964125,0.511609880625,0.10226159223749999
sub1379,0.52470157925,0.04680736248375,0.1188584288
sub138,0.2237823325,0.178971808125,0.1295369756375
sub1380,0.2838209945,0.1309135964,0.13022894915
sub1381,0.0689084705875,0.0871731497875,0.053241916825
sub1382,0.0435345210625,0.22519197875,0.056738465625000005
sub1383,0.06941756108750001,0.52082155975,0.08536081613749999
sub1384,0.049041661187499995,0.19534680962499998,0.0550722344625
sub1386,0.03724122612,0.20321664175,0.0637880352375
sub1387,0.063897193125,0.1795949205,0.071405128175
sub1388,0.052496248625,0.1426752394875,0.0513233558875
sub139,0.07902594745000001,0.1558325392625,0.059000193699999995
sub1390,0.057603772075000004,0.49256755900000004,0.08264465863750001
sub1391,0.0844837106,0.0160659090985625,0.0730125077375
sub1392,0.30390975675,0.13481832595,0.12069836066249999
sub1393,0.0585434583125,0.18970347475,0.062639006275
sub1394,0.012787440577875,0.4204854315,0.06282093325
sub1395,0.1902263943125,0.0885909989625,0.11228021473750001
sub1397,0.0917463107,0.5029739845,0.11136253545
sub1398,0.0125477616525,0.16893312061250002,0.036176081037499995
sub1399,0.03900773419375,0.152120500075,0.0744474412
sub14,0.03600490251625,0.15699625656250002,0.0430721744
sub140,0.38790760962500004,0.0596404552125,0.140655725925
sub1400,0.0977312068375,0.4885412295,0.1143506278
sub1402,0.03907978727625,0.0568893896025,0.05712755885
sub1403,0.0764820826625,0.205779974875,0.1011527702375
sub1404,0.1596878039375,0.0367381249875,0.0848638221625
sub1407,0.0704203648625,0.7023213672499999,0.08355348277500001
sub1408,0.46637280950000004,0.034488084710000005,0.1246311713625
sub141,0.03001352276,0.22992437075,0.06983054712499999
sub1410,0.129562873125,0.04327986842625,0.06974221576249999
sub1411,0.07999339775,0.1445611137125,0.081183122875
sub1412,0.04692037735,0.1436059334375,0.054984339374999996
sub1413,0.10587430285,0.1472267496,0.1050091199
sub1414,0.0421708492125,0.1671145034875,0.06489414460000001
sub1415,0.242143141625,0.12265502476250001,0.17704349275
sub1416,0.12006993371250001,0.456220175625,0.26638703975
sub142,0.1740796073,0.1294733609,0.1277632015
sub1420,0.02638967611,0.464341443,0.058179523824999996
sub1422,0.01637409363125,0.07745929461375001,0.0378742666375
sub1423,0.0784072315375,0.25719290912500004,0.07468004310000001
sub1424,0.21197276175,0.507928717375,0.091540193825
sub1426,0.021457001055,0.29194450225,0.0489260172
sub1427,0.06937330305,0.06002702062,0.0548718114375
sub1429,0.044702392025,0.2472233965,0.0786719335125
sub143,0.0823403613,0.379499567625,0.0793196734625
sub1430,0.020764806865,0.188250235925,0.0412065418875
sub1431,0.028790687685000003,0.665598045875,0.0740911442875
sub1432,3.8938226137500003,0.7981543769999999,0.0222932742925
sub1434,0.044497011012500004,0.580282171875,0.08878001349999999
sub1436,0.20855015475,0.1061562386,0.12785220619999998
sub1437,0.06721981845000001,0.1126503089125,0.0683046765625
sub1438,0.003355685508775,0.1429704935875,0.028615509974999998
sub1439,0.1889124532625,0.041937033382375,0.108426922575
sub144,0.39996375912500004,0.251207997375,0.1429373584875
sub1441,0.077856805125,0.024103608887875,0.053367588325
sub1442,0.05288258955,0.18811257325,0.0747520828875
sub1443,0.0121682619125,0.206273634125,0.0347962370375
sub1444,0.036272725715,0.19653151024999999,0.046725271675
sub145,0.0425057340375,0.254111142625,0.0523442011375
sub1450,0.0321141802,0.27874348437499996,0.059128477125
sub1451,0.064058292525,0.11613456135,0.05921713915
sub1454,0.036961060324999996,0.404227567625,0.0575096634875
sub1455,0.1707192195625,0.115216880175,0.0853900963
sub1456,0.041747394374999997,0.324103891875,0.057019166075
sub1457,0.224531704125,0.31291891325,0.1330665781625
sub1459,0.09106814985,0.062362202789999995,0.06304735485
sub1460,0.1374155119,0.45112307875,0.09271793447500001
sub1462,0.1222447771,0.0848733176375,0.101319378025
sub1466,0.0252713411375,0.21595028625,0.049981264725
sub1467,0.02700114649,0.328939730375,0.0580393101125
sub1469,0.14761616617499998,0.260984212125,0.145639973075
sub147,0.0719133188,0.23552636625,0.0917147287125
sub1471,0.0831648938375,0.03778716654,0.063073503175
sub1472,0.02247006649375,0.247755505625,0.0460582836125
sub1474,0.01345212660625,1.118554208125,0.08058430548750001
sub1475,2.00465633625,0.0684078185625,0.225354694375
sub1476,0.421431305125,0.09620958742499999,0.127539561125
sub1478,0.048308530687500004,0.494073510875,0.0737402537875
sub1479,0.01463717360625,0.239572696625,0.0461836372375
sub1481,0.061181901175,0.729436923,0.1257205132875
sub1485,0.02616475306625,0.296544292875,0.055361558975
sub1488,3.78692758375,0.083973793825,0.1876874435
sub149,0.056719437225,0.125504242525,0.053107828325
sub1490,0.1732051086125,0.020402434264374998,0.058342196612499994
sub1491,0.016166784545,0.38021171012500005,0.05379593675
sub1492,0.0304553669525,0.21628176899999998,0.0443025548125
sub1493,0.0613356879625,0.639305500875,0.09264745037500001
sub1494,0.040305082685,0.1407055771875,0.054810022037499996
sub1496,0.020955127261249998,0.1657210476625,0.050479698249999996
sub1497,0.0535298035875,0.6410361833749999,0.085346762175
sub1499,0.0522839374,0.19281423925000002,0.06984340277500001
sub15,0.0679000553625,0.0469528721975,0.04797953135
sub150,0.2977799295,0.100689178875,0.12203735921249999
sub1500,0.2047257471625,0.25092932287499997,0.21272328225
sub1501,1.363056877625,0.415188946,0.0782048061375
sub1502,0.039865603175,0.93815052325,0.0683205958625
sub1504,0.038800699367500004,0.15817685331249998,0.0553547821375
sub1507,0.1477357614375,0.560138596625,0.1248070185875
sub1509,0.19716064086250001,0.268349649125,0.0960459426125
sub151,0.0275079664525,0.1057728934125,0.04154319905
sub1510,0.1195245355875,0.12929745141250001,0.081677287225
sub1512,0.0223244130775,0.47415099712500003,0.0663065340125
sub1514,0.032836202077499994,0.601992334625,0.0578209655625
sub1515,0.16227645519999997,0.48582190575,0.0700673302
sub1516,0.051432039062500004,0.22622914225,0.054093132412499995
sub1519,0.02715938299,0.12208473639999999,0.039948965450000005
sub152,0.0436663139875,0.36428318975,0.056635012675
sub1520,0.1120953431875,0.18812863575,0.071049208725
sub1521,0.020522543106250003,0.30734972125000004,0.0441898499375
sub1522,0.020257808871249998,1.010276908625,0.077201511975
sub1523,0.1288874203,0.1040302244,0.07256332512500001
sub1524,0.01967336484625,0.42682229174999997,0.050651070312500004
sub1525,0.13354751443750001,0.1295197513375,0.076283771575
sub1526,0.02280875567625,0.10603168985000001,0.036420656800000006
sub1527,0.1464245001125,0.06531134625,0.078448344125
sub153,0.0331683305075,0.12957937185,0.0490238290375
sub1530,0.1794265885625,0.22571602200000002,0.1250936597875
sub1532,0.12235712785,0.04343492745166666,0.0751676239
sub1534,0.0036538430087500002,1.686218341125,0.0851585516625
sub1536,0.0927693142625,0.1168274929,0.0801398720875
sub154,0.168633859475,0.0531275734625,0.0754266125625
sub1540,0.0721187608375,0.45035627225,0.0920407517875
sub1541,0.1454889858,0.106139311475,0.0949779246
sub1542,0.074375174925,0.36579606225,0.0803807534125
sub1543,0.178285557275,0.0957986508625,0.09008693918749999
sub1544,0.0727369577625,0.21814038149999998,0.0772549341875
sub1547,0.06577275745,0.1006734116125,0.06772882565
sub1548,0.0661121505875,0.49425151375000004,0.066483279675
sub155,0.0497000023125,0.2740842485,0.0870484828125
sub1550,0.08183357552500001,0.22016531725,0.054330409875
sub1551,0.0621941203625,0.602149484875,0.0571539248625
sub1552,0.159597787425,0.2513959715,0.1086584488125
sub1553,0.178123900325,0.38961164187499997,0.1430195634125
sub1554,0.13789843766249998,0.468313620375,0.1129410410875
sub1556,0.152732330325,0.092380166175,0.0938542584125
sub1557,0.03298890492125,0.1511631262125,0.053873285062500005
sub1558,0.0938486431375,0.021593367394125,0.050613358750000004
sub156,0.5383775321250001,0.134414782525,0.2148632355
sub1560,0.04093574074875,0.3188315055,0.08064753875
sub1561,0.04010357204375,0.253490153375,0.0596001987375
sub1566,0.31750557362500004,0.06279523685,0.0832305546625
sub1569,0.03101321432625,0.1479994166125,0.0534912015375
sub157,0.016059077506249998,0.12070813496249999,0.035913477175
sub1571,0.149031604725,0.090193403825,0.0731852227375
sub1572,0.08981125162499999,0.1137322811625,0.0942348796625
sub1573,0.09586523135,0.32672312112499996,0.0814863889625
sub1574,0.404222519375,0.0359957176025,0.1589190515
sub1575,0.025335034920000003,0.4537634165,0.058675250825
sub1577,0.0929392458875,0.379334297125,0.1183161414
sub1578,0.016194153817499998,0.197266830375,0.0377869158
sub1579,0.01807086458625,0.1684223905375,0.033315911625
sub158,0.23754963575,0.14470503678750002,0.1382590285
sub1581,0.0728361022875,1.104730843125,0.06491127031249999
sub1582,0.14443142516250002,0.303966685625,0.10240284635
sub1583,0.15633826071249998,0.24901544375,0.134673600575
sub1585,0.1137882951,0.130252415625,0.0917586899625
sub1588,0.041319941375,0.52410522,0.0667034003875
sub159,0.1104185111875,0.15295716838749998,0.0670433278125
sub1591,0.0165854567075,0.219197827875,0.038467812799999994
sub1594,0.062142903175,0.03333607544475,0.04889409
sub1595,0.04059130155,0.3174619075,0.0601825658375
sub1597,0.032582004847500005,0.161261288225,0.05949411555
sub1598,0.02877439382375,0.2008521975,0.0478282187
sub16,0.06509071998749999,0.1535714140625,0.0541362029625
sub160,0.06874546044999999,0.29340032125,0.0655299770875
sub1600,0.0660587368125,0.66936659075,0.071695879775
sub1601,0.14831208498749998,0.279752525875,0.0925657977625
sub1603,0.0406509746,0.1600035098375,0.0515633266875
sub1605,0.106899182825,0.21493975725,0.0961591483375
sub1606,0.048758689699999996,0.265555036625,0.0555893602
sub1607,0.024615787816249998,0.15062374926250002,0.04492203845
sub1608,0.0399426297625,0.314129036,0.0499252607875
sub1609,0.03261160398625,0.20654960325,0.0436464446
sub161,0.01254057860625,0.19748272025,0.04230898485
sub1610,0.529314214125,0.07343932759999999,0.288752786625
sub1611,0.1286775506375,0.242610596625,0.1177359992
sub1612,0.0452317948,0.5616763711249999,0.070921185875
sub1613,0.084808082325,0.215668519625,0.1468541108
sub1614,0.0681995341,0.20081017475,0.06768329515
sub1617,0.0512704247875,0.18818827500000002,0.062678714325
sub1619,0.1538002667875,0.158022833325,0.0900721305625
sub162,0.0240531040475,1.112642120625,0.071230761225
sub1620,0.043917685737500003,0.19477110787500002,0.0673022339875
sub1622,0.1759313927375,0.4088430775,0.106430773625
sub1624,0.0923827052125,0.032965912818,0.07361228735
sub1625,0.1964668182375,0.1476245601375,0.1369941019375
sub1626,0.0385272770125,0.439878395125,0.07269408155000001
sub1628,0.008262686754124999,0.25168698675,0.0476127898375
