sub,alpha_ind,lambda_ind,sigma_ind_pre
sub163,0.1114973732125,0.029262763603375,0.06281145807499999
sub1630,0.0672575164375,0.31435394175,0.0711553336875
sub1631,0.0407644863425,0.245467621,0.0626009921125
sub1632,0.960591014,0.09389971679999999,0.22442614425
sub1633,0.07805685047500001,0.71423027625,0.06709165138749999
sub1635,0.056871122999999996,0.262117935875,0.0653360698875
sub1636,0.047757805725,0.0794542950375,0.045965155175
sub1637,0.031148997895000002,0.15130156105,0.046885080600000004
sub1638,0.0833881426375,0.37896151787500004,0.0632998581625
sub164,0.03209602985375,0.1422709677625,0.0491711221
sub165,0.0408662476,0.519409363625,0.0596098269875
sub166,0.0827180739375,0.306141733875,0.06473217567499999
sub167,0.043515768375,0.26044419075,0.055337678662499994
sub168,0.01767965127625,0.33384133325,0.0480038882125
sub169,0.0751224487125,0.23927159925000002,0.06664811998749999
sub17,0.1182561800625,0.027980230225124997,0.057255195337499995
sub170,0.03672571645,0.09668018227500001,0.050430893062499996
sub171,0.032424363083750005,0.170127317675,0.0467529798125
sub172,0.06819004253750001,0.727177393375,0.0860333680625
sub173,0.2225192713625,0.0632130005375,0.086071556575
sub174,0.28833148075000004,0.022220518623749998,0.076521125825
sub175,0.1998039643625,0.38877778325,0.0894846652625
sub176,0.01708617835625,0.5792045003749999,0.051819671649999996
sub177,0.127844098625,0.0258183509665,0.0642350062375
sub178,0.563159026375,0.26313636375,0.1263179150625
sub179,0.079973198525,0.7309391656249999,0.08071734633750001
sub18,0.03214623516375,0.20941478375,0.0686808445375
sub180,0.1480437563625,0.08931858752499999,0.096613892025
sub181,0.01287815102375,0.332595933,0.042750919275
sub182,0.022611738322499998,0.32111289387499997,0.0586297955375
sub183,0.0258484583925,0.2116200645,0.045176681275
sub184,0.0507901611625,0.451557020875,0.10968680437499999
sub185,0.1306365719125,0.10606635919999999,0.0766355774
sub186,0.1321385352125,0.1137012564,0.103937179325
sub187,0.8793430875,0.05344892155,0.1262093991875
sub188,0.1083325311375,0.1134158651625,0.0862042933875
sub189,0.2089694214625,0.10323007672500001,0.087136084
sub19,0.1103352769375,0.0057427904837375,0.06395559095
sub190,0.0433972441,0.487606429375,0.071412008325
sub191,0.08531474592499999,0.12959193768750002,0.1156288693
sub192,0.04104062469375,0.19984011725,0.05747889855
sub193,0.037513978445,0.17615644625,0.06934880004999999
sub194,0.13213486757499998,0.1459487326625,0.1543346397
sub195,0.0955651555,0.244747395,0.077308783175
sub197,0.0607905647125,0.2615696695,0.1275435894125
sub198,0.1283003367375,0.00591863583095,0.0564301865125
sub199,0.611861357125,0.28974727424999996,0.14484058354999998
sub20,0.02015351381375,1.0989634777500001,0.0876742393625
sub200,0.035750719699999996,0.5354991808749999,0.0716495373125
sub201,0.0477029024875,0.3368079065,0.059366431812499995
sub202,0.04513434389125,0.1718589194625,0.058542492975
sub203,0.1660716712625,0.127269074675,0.1121194159125
sub204,0.0847024797625,0.0187466100382875,0.0601899239625
sub205,0.21884902612499998,0.288944319875,0.109480386
sub206,0.266381547875,0.02840319972125,0.0785881903875
sub207,0.02713144897125,0.16563141677499998,0.0454135885375
sub208,0.0782566135875,0.401933988375,0.0802590833625
sub209,0.040835341175000005,0.430708685375,0.0693822942125
sub21,0.03248636915375,0.0949757436125,0.034155494925
sub210,0.0491898651,0.1042193304,0.047857280375000005
sub211,0.023068953152500002,0.248138392375,0.049906292625
sub212,0.0703333144125,0.328817665875,0.0661217284375
sub213,0.043197820812499996,0.168411705725,0.051546595825
sub214,0.498511707875,0.106600155675,0.116171126125
sub215,2.54798103125,0.364621838875,0.1286494581
sub216,0.044792360837499996,0.186042353375,0.0499722331875
sub217,0.0539649135625,0.43478630450000005,0.0766877517
sub218,0.045519957475,0.12186761920000001,0.0552539355125
sub219,0.19889539421250002,0.13034116245000002,0.1394178109
sub22,0.043576547625,0.37650573937500004,0.06930616247499999
sub220,0.155125325225,0.083698802474625,0.094595934075
sub221,1.013237882625,0.169841468125,0.15587694825
sub222,0.01685683153625,0.1575791131,0.041228078512499995
sub223,0.0718124487375,0.0907461089625,0.0715011821375
sub224,0.079091702225,0.46541308837499995,0.0753588269625
sub225,0.49049569374999996,0.30850759575000003,0.312607
sub226,0.03477664085,0.445500683,0.1026139290875
sub227,0.0990897827625,0.06406683561875001,0.0637716538875
sub228,0.32842054737500004,0.28857812762499996,0.267108127875
sub229,0.050497551825,0.175984948875,0.057704751199999994
sub23,0.10446819155,0.308512886875,0.08356995908749999
sub230,0.0517519444625,0.45538278574999996,0.11945925252499999
sub231,0.0529907714375,0.120814756225,0.055394398637499995
sub232,0.01463331992,0.344392175,0.0458522214375
sub233,0.0241243554,0.402161348875,0.051366619087499996
sub234,0.0397546335375,0.4303976805,0.0643541071625
sub235,0.15923281857500002,0.0625537407375,0.0832229111875
sub236,0.01688464026,0.08514461996,0.0290976663625
sub237,0.058570916449999996,0.65297856175,0.060019303262500004
sub238,0.0747014289375,0.17133975671249999,0.0731866143375
sub239,0.17680309495,0.0315662768415,0.088291896975
sub24,0.373340234125,0.557276675,0.0821524275125
sub240,0.17618634230000002,0.181461585125,0.08040268173750001
sub241,0.1054504171375,0.09745618941249999,0.06958650305
sub242,0.05210544662125,0.15103320485,0.060425776225
sub243,0.0875400857875,0.2184941705,0.0679123741625
sub244,0.02701817502125,0.217794726,0.057294167987500005
sub245,0.07214096483749999,0.459561334,0.07787070780000001
sub246,0.03052670301625,0.08661942793750001,0.043031270812499994
sub247,0.044656746312499995,0.197309739,0.05458068095
sub248,0.0537119315,0.18957989008749998,0.0781550787875
sub249,0.058389787400000004,0.446365458875,0.09035995417499999
sub25,0.11915522615,0.0726286338875,0.0882092394375
sub250,0.1136025551625,0.1139035686,0.0731505958875
sub251,0.01585176994625,0.32108179875000004,0.037575097775
sub252,0.050439379475000004,0.15670763401249999,0.060062625175
sub253,0.012662619603750001,0.28204068975,0.0448987837125
sub254,0.0363259246875,0.343924627,0.0733457375625
sub255,0.042038895675,0.221730611125,0.0552753675
sub256,0.7896711626249999,0.0865780530375,0.157505946375
sub257,0.1936807032125,0.0880613895,0.082661358275
sub258,0.020117828634999998,0.21614918549999998,0.0475951609375
sub259,0.0519957019375,0.470056972375,0.0657025773625
sub26,0.1562461719875,0.0808439750375,0.07471619995
sub260,0.02683164696875,0.222976323125,0.0470434855125
sub261,0.0064824168265,0.5763017442499999,0.0353652852
sub262,0.0560296388,0.26601758087500005,0.079373580025
sub263,0.183284153275,0.412195056375,0.11969423417500001
sub264,0.045344218787499994,0.27013536925,0.07129451086250001
sub265,0.0656913268,0.43009394450000005,0.0675989331375
sub266,0.178828200025,0.0775811309875,0.114415202225
sub267,0.03101499177375,0.27406881,0.068735234175
sub268,0.046914891,0.557685153375,0.082014751075
sub269,0.17224230745,0.1180439308,0.11067372486249999
sub27,0.0665787738625,0.1613189742625,0.06126841005
sub270,0.18560108511249998,0.24155956525,0.1231110781375
sub271,0.39602881837500004,0.23593381049999998,0.211620166375
sub272,0.031603481525,0.79718825775,0.0813499721125
sub273,0.036770304250000004,0.329296514875,0.057425709537499994
sub274,1.75329755375,0.43623216037499996,0.1220798437375
sub275,0.08975725832499999,0.07939605108,0.0890918620625
sub276,0.0800799697125,0.055654109320000006,0.0588994632125
sub277,0.01362818062925,0.134491709725,0.0405771376625
sub278,0.01889249079,0.37144739275,0.048154891812499996
sub279,0.07306157536249999,0.27751859812499996,0.07151412006249999
sub28,0.02968129403125,0.192471515125,0.0570750238125
sub280,0.1820227355625,0.043182196725,0.0923859758625
sub281,0.02166308307,0.209153162125,0.0552568725875
sub282,0.10364735355,0.8745935103750001,0.1100110646625
sub283,0.00983607114925,0.23162782875,0.036561475375
sub284,0.0562729951125,0.43679850212500004,0.10015578045
sub285,0.02453796400625,0.1524987280875,0.0409090098625
sub286,0.0453707925375,0.1395313831375,0.0589086839125
sub287,0.0671835590125,0.34116615975000003,0.0900990269
sub288,0.03561466663375,0.085905105225,0.0414276695875
sub289,0.10719830635,0.29325975,0.0792617855875
sub29,0.0135043266175,0.284088797625,0.0485025269625
sub290,0.0343657743875,0.6087962874999999,0.06891835860000001
sub291,0.275256689,0.1062023080375,0.174520343
sub292,0.04107269780375,0.0962662868,0.048165695337499995
sub293,0.12855120508749998,0.11476264394999999,0.071840049475
sub294,0.0362750347775,0.1072876042375,0.04686204611250001
sub295,0.009484355756750001,0.1122435661,0.034674268349999995
sub296,0.416080882125,0.29092544299999995,0.151376281275
sub297,0.2650191055,0.20275900100000002,0.14692670332500002
sub298,0.11683829465,0.28617827075,0.08115240085
sub299,0.02612227623125,0.39788987324999997,0.0587557309375
sub30,0.0469851075375,0.48582537600000003,0.121883737725
sub300,0.23169822113750002,0.08863974971250001,0.11633613215
sub301,0.0730103605625,1.2371222877499999,0.1468225392375
sub302,0.1443939749125,0.18998231599999998,0.127532241725
sub303,0.07368197347500001,0.0139407858963625,0.044386682325
sub304,0.0443438500125,0.1601248428375,0.0724847014
sub305,0.0482611802875,0.129106028775,0.0702740783125
sub306,0.0383482965,0.36794119925,0.07312105626250001
sub307,0.01449861424375,1.409190001125,0.05997803285
sub308,0.0283651465375,0.14406172921250002,0.0542728964625
sub309,0.0342664153625,0.362354671,0.059934280025
sub310,0.02800643766125,0.270487860125,0.049469021275000004
sub311,0.1770057103375,0.171382467625,0.114738245925
sub312,0.02399100719625,0.1547487128125,0.048164811087499995
sub313,0.02047675883625,0.9110482477499999,0.072379270375
sub314,0.057581563162499995,0.07169704272125,0.055562768
sub315,0.90112033175,0.0785756495125,0.0880819060375
sub316,0.0450752162,0.42825581949999997,0.0750906264125
sub317,0.0345560701625,0.310439425125,0.0694292389125
sub318,0.03446366255,0.535640727,0.0479966458125
sub319,0.039205986350000006,0.15413569670000002,0.0443094386125
sub32,0.028288784862500003,0.6849105412500001,0.08954591135
sub320,0.0426625700125,0.35482424175,0.059495558675
sub321,0.31922491487500004,0.744242655,0.0890861884875
sub322,0.02596311236,0.21773701175,0.0498507139625
sub323,0.052563669125,0.18305019625,0.0522733697875
sub324,0.099942538875,0.240135152125,0.069676539225
sub325,0.048253309887500005,0.196789515375,0.0893152090625
sub326,0.02406822892,0.188463220125,0.0427086804875
sub327,0.063469223925,0.33585042837499995,0.075848923075
sub328,0.0630484693625,0.217167586125,0.065179474625
sub33,0.026472113104999997,0.31776399450000004,0.055207682775
sub330,0.1311867061875,0.12750484676249998,0.09285766516249999
sub331,0.048272046412500005,0.224129577375,0.072335118625
sub332,0.09978723592500001,0.158538223375,0.125029805475
sub333,0.03758953975,0.21076924149999998,0.0668158210625
sub335,0.06926937286250001,0.456538286875,0.1045008127625
sub336,0.058643605475,0.1908163595,0.069208210225
sub337,0.020302558966250002,0.32119645187499996,0.0462269148875
sub338,0.02460117582625,0.208113991,0.047609429025
sub34,0.03238068975625,0.25741278549999996,0.0566484405875
sub35,0.147435839475,0.03516215068825,0.0826430768125
sub36,0.01549689607875,0.623113329125,0.052221465524999996
sub37,0.00708717765375,2.4114999549999996,0.06828845195
sub38,0.03032252608375,0.070387884,0.038273929350000006
sub39,0.0836015912625,0.229502991125,0.1123917861375
sub40,0.1348991092,0.058343155445,0.0885381993625
sub41,0.0857479405375,0.1464724279625,0.0727747691
sub42,0.7765011500000001,0.0731038793875,0.24509406275
sub43,0.570593534125,0.06828759621250001,0.172151241875
sub44,0.03473094124375,0.26730664475,0.060541927037500005
sub45,0.01596468778625,0.38133902999999997,0.0479182775
sub46,3.5415270475000002,0.1652631855,0.1279566911125
sub47,0.1459293278625,0.189047445125,0.09335586005
sub48,0.13264552027499998,0.02978566334275,0.057796033262500005
sub49,0.1588475793875,0.37894742187499997,0.11795793827500001
sub50,0.06659705045,0.1456821023375,0.069249853925
sub51,0.36166813075,1.27397343425,0.0832250473
sub52,0.02766246441625,0.17627532124999998,0.047712099225000006
sub53,0.018627517995000002,0.485858552625,0.04675919345
sub54,0.138627133475,0.37780811512499995,0.07597789671249999
sub55,0.07373823815,1.137113192,0.13789322763749998
sub56,0.21238423646250001,0.128866345125,0.100270127075
sub57,0.11059087596249999,0.19788547775,0.0845932973875
sub58,0.080473800075,0.719299661375,0.06208040055
sub59,0.038086224868750004,0.1253622009125,0.059086122137499995
sub60,0.01787169775375,0.33593283837500004,0.0437461543
sub61,0.50580832825,0.0988518959,0.172831301125
sub62,0.032395501835,0.06599781144000001,0.0359678894625
sub624,0.048337265137499995,0.274136766125,0.080481683525
sub625,0.060092993362500007,0.286134872125,0.09520107548750001
sub627,0.1822322800375,0.044864149685,0.09246883256249999
sub629,0.09979141775,0.1820341165,0.10708978143749999
sub63,0.02482874345625,0.159941904375,0.0458382853375
sub630,0.043002932655,0.25344777625,0.063034216825
sub631,0.023781351126250003,0.348286249,0.0543755770875
sub634,0.09794541737500001,0.1598730848875,0.1113841875625
sub635,0.0173709892675,0.193292405875,0.0388551426625
sub637,0.046244952225,0.11706149191250001,0.0550789858625
sub64,0.048737436674999995,1.1346821835,0.062753517625
sub640,0.03601157156875,0.226406039125,0.07114128112500001
sub643,0.0697820909125,0.1494017971,0.0772718923875
sub644,0.31807764237499997,0.31700455225,0.119231513925
sub645,0.15826517803749998,0.511230991625,0.09599861515000001
sub648,0.01716722394125,0.167575398025,0.0397303486
sub649,0.02457945993125,0.18470918012499998,0.06040602463750001
sub65,0.0979435196875,0.1530965748625,0.0808976502625
sub650,0.03647429933,0.336414702125,0.059817755400000006
sub651,0.1148550009125,0.049087514693175,0.07849242745
sub654,0.298719375625,0.424696754,0.17794818166249998
sub655,0.0595120501875,0.0306443314203,0.0650610043625
sub656,0.2330867294,0.08213616078750001,0.08137674187499999
sub658,0.154304874775,0.208878744,0.1084529094125
sub66,0.067244752125,0.21255921025000002,0.0847072384875
sub660,0.02817949732875,0.362848931,0.07572366968750001
sub662,0.051387532637500004,0.656209411125,0.0839432235125
sub663,0.1902480674,0.11974355055,0.073769952175
sub664,0.1264427062625,0.106193685575,0.0666070013
sub669,0.0376474114625,0.14068338155750001,0.07948860190000001
sub67,0.11404316926250001,0.415901845875,0.08513563686249999
sub671,0.01929055199625,0.31314182962500003,0.0443843504625
sub672,0.0695248399125,0.500493133875,0.0934699973
sub678,0.050240510125,0.213485315125,0.07604346075
sub679,0.15481411675,0.0341793695925,0.069012138875
sub68,0.482641002125,0.0680123743125,0.0854209252
sub681,0.0650671036375,0.199600524,0.06905401748750001
sub688,0.1772030868125,0.109683119675,0.114421227975
sub689,0.135101806625,0.0353070812965,0.0686794441875
sub69,0.275647643025,0.017307802934375,0.06658675561249999
sub690,0.0517582798875,0.0977578888,0.0514502309625
sub691,0.022824083445,0.137266081825,0.0437287657375
sub692,0.1272182488875,0.021833388086325,0.060570333587500004
sub693,0.206745036125,0.35365642675,0.08967090383750001
sub694,0.16630161585,0.16845453275,0.190436000625
sub698,0.06434980261249999,0.348486897,0.0699641189875
sub70,0.20725159725,0.64818445875,0.148556428625
sub700,0.02630823434125,0.23016204737499998,0.0649467909
sub702,0.0507356063875,0.434891836625,0.06882014116249999
sub704,0.02048295012875,0.36844981875000005,0.0573495833
sub708,0.012214263716750001,0.16798995260000002,0.051948007062499996
sub709,0.1210361030125,0.108289683375,0.089014857625
sub71,0.0720498979625,0.612226106875,0.0769735145375
sub711,0.01826875734125,0.248903847,0.04503298385
sub712,0.21414741225,0.48023730525,0.08169603078750001
sub714,0.1245369156375,0.221519258,0.17101804974999998
sub715,0.11986595781249999,0.06453290772975,0.06680936563749999
sub716,0.1784391589375,0.022236709507125,0.07107233707499999
sub717,0.0464135785375,0.63051284025,0.0924713882625
sub719,0.07132885543749999,0.177824012675,0.0941715095625
sub72,0.250298736375,0.091502956375,0.1330050875375
sub720,0.03959205264125,0.15622901497500002,0.047129856325
sub723,0.0662334029875,0.268101675,0.0982525135
sub724,0.51709304875,0.03640924424875,0.22011289862500003
sub725,0.11571233615,0.46286392425,0.08253077835
sub726,0.11858083705,0.186720751625,0.1182274347875
sub728,0.0646333404125,0.06587421354187499,0.0435956876625
sub729,0.0829352506125,0.563999822375,0.1123986823125
sub73,0.1010729817125,0.579571963625,0.1350015333
sub731,0.7281816266250001,0.12815140351249998,0.201517002625
sub733,0.02450040908875,0.16539240416249998,0.0466898968875
sub734,0.317787340625,0.704291058,0.07843646478750001
sub735,0.11493426375,0.0941889794,0.06801529469999999
sub736,0.544021823375,0.08817120726250001,0.174892202125
sub737,0.1006225251125,0.1578702004125,0.0796299927875
sub739,0.2285701175,0.2187261485,0.1334397142375
sub74,0.04004437509875,0.234042825375,0.0594235254125
sub740,0.03366983078125,0.23226768125,0.052204076550000006
sub742,0.1059148909625,0.044117996055,0.055275209125
sub743,0.211677705475,0.233340975625,0.29236712625
sub749,0.050191018525,0.1243356249375,0.060284406
sub75,0.01860751980125,0.213585058375,0.051793331775
sub750,0.20586980162500002,0.04263117591625,0.1025238402375
sub753,0.07009777275000001,0.271117859625,0.05959612575
sub754,0.059351938462500003,0.0615486391625,0.051026517024999996
sub755,0.105781779825,0.32094828925,0.0725645856125
sub758,0.0664499689125,0.7812188938750001,0.0959124914
sub76,0.0166390319425,0.24489727275,0.055074706849999995
sub760,0.0099334270125,0.370267228375,0.0413265088125
sub761,0.903311743375,0.304746193125,0.1560173140625
sub764,0.1094152776625,0.1299029252625,0.120083987175
sub765,0.02637903842125,0.227616215625,0.040824032587499996
sub767,0.35865756625,0.218566513875,0.13486247492499998
sub769,0.07637640181250001,0.559195705375,0.09211294673749999
sub77,0.071925532575,0.34769729325,0.087513887175
sub770,0.244086488,0.4741767055,0.0956131316375
sub773,0.1241144893625,0.022592997218375,0.0510153381
sub775,0.052122703025,0.4048016635,0.0820938835
sub777,0.041152230175,0.915835624125,0.0773383755875
sub778,0.1328161135125,0.532313822,0.080314742775
sub779,0.11647917857500001,0.20842115175,0.07176150434999999
sub78,0.06661553718749999,0.1418549237375,0.0668886484625
sub781,0.14524803645,0.1385285547625,0.1003066624375
sub783,0.100448088025,0.09097866625,0.06386763005
sub784,0.11138738435000001,0.319798495,0.0830824798875
sub788,0.0861250644375,0.064687387125,0.0615575279125
sub79,0.1286334048875,0.18820472437500002,0.228565453
sub790,0.0319774520375,0.7097615472500001,0.06954613697499999
sub793,0.048022546024999994,0.195725974625,0.0702314242
sub795,0.0140289419025,1.608795572625,0.0881244128875
sub796,0.058673063325000004,0.379005719,0.06963429245000001
sub798,0.058734089175000004,0.07025089914999999,0.0463362744875
sub80,0.1860798524875,0.195413693125,0.15909961325
sub801,0.0925778719375,0.2556620175,0.09869179627500001
sub802,0.04595912453625,0.1530000166375,0.0493881444375
sub807,0.049426100949999996,0.413746533375,0.075781353825
sub808,0.059511408162499994,0.3438208865,0.060496620550000005
sub81,0.031253383169999996,0.12768179868750001,0.0424637588
sub810,0.0494720488625,0.1686157963625,0.097385843275
sub814,0.0977033463375,0.1387678561125,0.07478216735
sub815,0.06092626205,0.11465167295,0.06381396985
sub816,0.19402441537499998,0.19916795075,0.175508902375
sub817,0.02132800294875,0.40520047725,0.0498063634375
sub818,0.09432371283749999,0.1656734282625,0.093349094775
sub819,0.0927050951625,0.0701264146625,0.0686094458125
sub82,0.07392585995,0.12975333381249998,0.066887126425
sub825,0.0463586278625,0.323389212375,0.06550069057499999
sub826,0.08678576948750001,0.16281517676249999,0.057967820187500005
sub827,0.07358704965,0.142906044225,0.06572459829999999
sub83,0.01680238622125,0.09813955651249999,0.030684128650000003
sub831,0.020701792112500002,0.22939422225,0.0508664684
sub832,0.02336931283125,0.262542881125,0.0600898404
sub833,0.027160416439999998,0.218314076125,0.05666495495
sub835,0.0821873739625,0.49055718574999996,0.1209415773625
sub836,0.280806330875,0.0210482396025,0.07038726403750001
sub837,0.085605967675,0.16534253745000002,0.11274071285
sub838,0.0327982281075,0.138435856425,0.036848351424999995
sub84,0.04118351266875,0.1214402140375,0.0531270819875
sub840,0.034332650631249996,0.177199496625,0.0489442015
sub841,0.07446727356249999,0.9118185055,0.247982591
sub842,0.492426795375,0.1329617622375,0.23644209962499999
sub845,0.02144265754125,0.311327801375,0.053960271662499996
sub846,0.28014709112499997,0.026870590295500003,0.09688700688749999
sub847,0.02490103908125,0.1541415991125,0.039776127275
sub848,0.09188679415,0.616269523625,0.0863480592
sub849,0.026547151421249998,0.176805881,0.0450149538875
sub85,0.1987831516375,0.11619411961250001,0.1430515749625
sub850,0.0668597563375,0.617519996,0.07626842892499999
sub851,0.07473490314999999,0.18032608225000002,0.070567360025
sub853,0.016471720925,0.22299198825,0.0551315192375
sub854,0.318146276875,0.007075099704,0.07443902749999999
sub856,0.368373314625,0.1104965168,0.15492425524999998
sub857,0.2135503445375,0.1034415289,0.1452434723
sub858,0.128985807475,0.628599433375,0.16195726365
sub859,0.0305591959025,0.370330147,0.058752046962500006
sub86,0.146076188025,0.326085019125,0.13506294331250002
sub860,0.129469786,0.94402188875,0.20221400650000002
sub863,0.034761154841249996,0.1331444684625,0.046594919075
sub865,0.03905732116625,0.2661682835,0.0728216709375
sub868,0.0205376715875,0.49612204600000004,0.057976001400000005
sub869,0.11173066513749999,0.106709553875,0.0921963134
sub87,0.02859179295625,0.7158500165,0.07526532455
sub871,0.01848317057125,0.45834624074999997,0.057335240225
sub872,0.2043659434,0.11201020726250001,0.12446924636250001
sub873,0.1554465542375,0.5330587805,0.1328392380125
sub876,0.08021841954999999,0.1742163807375,0.129102633125
sub877,0.085553272825,0.22642825300000002,0.0674336309125
sub878,0.06493242924999999,0.32081388725,0.080836263325
sub879,0.108070926875,0.02644635635925,0.0720836516625
sub88,0.0230239508675,0.26973065325,0.0493427722375
sub880,0.1400076795625,0.07562637909999999,0.0766574134125
sub881,0.166104336,0.215461401125,0.097078471
sub882,0.018543462219999998,0.237819106,0.0425456247
sub886,2.42817476875,0.018213963872874998,0.38864306175
sub887,0.10698788718749999,0.010221882717062501,0.06486213021250001
sub89,0.136712847175,0.13093825075,0.11201865189999999
sub890,0.1051013349375,0.229549962,0.1050121812375
sub891,0.075281654725,0.04985435289825,0.06406218667500001
sub893,0.020454087246250002,0.0972098509,0.036877462362499995
sub895,0.06268918412499999,0.164459287625,0.065383259225
sub897,0.058563855325,0.24903407924999998,0.0626405011
sub899,0.0932702019375,0.53338751225,0.06917685645
sub90,0.12394345762499999,0.1559614199875,0.1163298963
sub900,0.1063508085375,0.09439649585,0.0793422314
sub901,0.329168570375,0.58808940825,0.09114785815000001
sub904,0.1332571770625,0.98392781075,0.27031415412500004
sub905,0.02901740190375,0.331173146875,0.0598295230625
sub906,0.02289153558,0.2811906385,0.044850059512500005
sub907,0.07770002273750001,0.101466412625,0.10696396088749999
sub908,0.01446535889125,0.419962493875,0.0611984848875
sub909,0.13272401572499998,1.217779917,0.16406984763750002
sub91,0.053271248475,0.01444347590525,0.0378301361625
sub912,0.21943465525,0.25083677225,0.13193593715
sub913,0.11268825105000001,0.03957416798375,0.06755486687500001
sub914,0.179252107475,0.1052569161875,0.14865771425
sub915,0.2265607228,0.057970428525,0.10274373936249999
sub916,1.192742105625,0.03342931594,0.179546369875
sub917,0.1790349311,0.1371757934,0.0935953270875
sub918,0.018112626896249998,0.2008139478375,0.08078469665
sub92,0.048302503625,0.271645284375,0.068155112625
sub920,0.32346257824999997,0.308963124375,0.0974577353125
sub921,0.0101405684525,0.1455337688375,0.032251131275
sub922,0.1471837334375,0.13610447112500001,0.0808337991875
sub924,0.1042295108125,0.17727630049999998,0.07121399785
sub925,0.729584624125,0.268481346375,0.1385979379375
sub926,0.055929641687500004,0.593675330125,0.1030729894875
sub927,0.06623707988750001,0.18032267562499998,0.06745828205
sub93,0.09192561542500001,0.065788700425,0.06660353422500001
sub931,0.13731574430000001,0.1154000983875,0.066166685925
sub934,0.29027132712500003,0.5123882240000001,0.19816164362500002
sub935,0.0812521068125,0.1615332751375,0.0956264910125
sub936,0.03434949379,0.26839127125,0.0524333007
sub939,0.1253569709875,0.1158887989125,0.06536069763749999
sub94,2.4725602162499998,0.09349268147499999,0.175964418625
sub943,0.1162151647,0.275998741375,0.084711697825
sub945,0.13302120765,0.170868195875,0.09612088055
sub946,0.06329029115,0.1109836973875,0.0733795662375
sub948,0.15424105735000002,0.1076218729125,0.1324975269875
sub949,0.0379279364625,1.228350295125,0.11125209065
sub95,0.04516475353,0.1262920826125,0.056841045774999994
sub951,0.016771337615,0.1924414330375,0.045826690575
sub953,0.03754892895375,0.240618788375,0.071821506825
sub954,0.0884525598375,0.319572072,0.0653952451
sub956,0.14949210455,0.0492337726325,0.081546568325
sub959,0.323411506375,0.0059858862593625,0.1069825136125
sub96,0.078270587575,0.21174876612500002,0.0704161912375
sub960,0.1941050260875,0.1521772030875,0.1313332779625
sub961,0.09971113745,0.2271197145,0.0913385878875
sub962,0.0788021504625,0.665099216375,0.0610095295625
sub964,0.2009570827125,0.0711808933625,0.0992465775875
sub966,0.2272905922,0.043106573103625,0.07568772615000001
sub967,0.0596027565125,0.49668734962500005,0.1004937592
sub969,0.051667220225000005,0.06949962703750001,0.0517301330625
sub97,0.0795256753,0.235102797375,0.076563354775
sub970,0.04263676977375,0.0970369623875,0.0466946501375
sub973,0.07590154205,0.087762017775,0.062687844075
sub974,0.0747614654,0.2426828945,0.06781459549999999
sub976,0.28817878825000004,0.200270498625,0.11645696465000001
sub978,0.16300285395,0.13737358119999998,0.1234286818875
sub98,0.02618190151,0.22927034087499998,0.0560107384375
sub980,0.1328546931125,0.0514135363625,0.066593101175
sub981,0.0215547795875,0.208225978,0.050072777762500006
sub982,0.05588637135,0.18632107637499998,0.0589249916375
sub983,0.0460566506125,0.1701156836875,0.0614553852625
sub985,0.15020709403750002,0.023664125482625,0.084640919825
sub987,0.013952020196999999,0.1908409871,0.0564690625875
sub989,0.03032021031125,0.310786036875,0.0548959622
sub99,0.0618336583125,0.1144093242,0.070290015175
sub992,1.7503358775,0.36383451337499995,0.182093632125
sub993,0.14197571785,0.056827389089500004,0.09226395111249999
sub994,0.1052341451375,0.246797552375,0.079118368075
sub995,0.0781952653875,0.49537799374999997,0.0890628591125
sub996,0.32677340675,0.09884146865,0.131921853625
